original name,name,category,URL,Plattform,channel name,ground_truth,OCR_ChatGPT4
Wer am kommenden Samstag noch nichts vor hat- kommt vorbei. Wir sind mit Speisen und Getränken vor Ort!!!#kinderfest #sommerfest #andererkiez #johannisthal #Bierwagen #grillen #leckeressen.jpg,0093.jpg,photo,https://www.instagram.com/p/Ch1D3nYD8BL/,Instagram,kiez_kueche,"KIEZKLUB Rathaus Johannisthal Sterndamm 102, 12487 BERLIN im Innenhof SOMMERFEST Sa 3. Sept. 14–19 Uhr INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN, KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK ESSEN UND TRINKEN DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE JEDE MENGE KINDERLIEDER DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ DER CHOR DER FRÖHLICHEN SÄNGER VON JOHANNISTHAL Der Eintritt ist frei.","KIEZKLUB Rathaus Johannisthal Sterndamm 102, 12487 BERLIN im Innenhof SOMMERFEST Sa 3. Sept. 14–19 Uhr INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN, KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK ESSEN UND TRINKEN DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE JEDE MENGE KINDERLIEDER DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ DER CHOR DER FRÖHLICHEN SÄNGER VON JOHANNISTHAL Der Eintritt ist frei."
#nichtohneuns.jpg,0094.jpg,photo,https://www.instagram.com/p/B_aY2rOHWbu/,Instagram,nichtohneuns,"Einladung zur Trauerfeier für unsere geliebte Demokratie *1949 – 2020 26.04.2020 12:00 – 19:00 Mariannenplatz Wir bitten alle Trauergäste nur einzeln oder zu zweit zu kommen und protesttaugliche Schilder, Transparente und Plakate zur Niederlegung mitzubringen. Wir freuen uns auf Eure Trauerreden. Anlage und Mikrofon sind vor Ort. www.Aktion-Eigensinn.net","Einladung zur Trauerfeier für unsere geliebte Demokratie *1949 – 2020 26.04.2020 12:00 – 19:00 Mariannenplatz Wir bitten alle Trauergäste nur einzeln oder zu zweit zu kommen und protesttaugliche Schilder, Transparente und Plakate zur Niederlegung mitzubringen. Wir freuen uns auf Eure Trauerreden. Anlage und Mikrofon sind vor Ort. www.Aktion-Eigensinn.net"
"ich brauche eine genie #15 - popkultur, feminismus, change & songbook-release-gala - donnerstag, 12. august 2021einlass ab 19 uhr - live-sets ab 20 uhrbabsi tollwut -- katrin achinger -- matching outfits -- the doctorell.jpg",0095.jpg,photo,https://www.instagram.com/p/CSeTv3YqNEZ/,Instagram,about.blank.berlin,"Bohemian Strawberry & AmSTARt präsentieren: ICH BRAUCHE EINE GENIE VOL. 15 POPKULTUR, FEMINISMUS, CHANGE UND SO ... Songbook Releaseparty LIVE: KATRIN ACHINGER LESEPERFORMANCES & 1-SONG-SETS: ANNETTE BENJAMIN (HANS-A-PLAST), BERNADETTE LA HENGST, DAYM, DIE SUPERERBIN, ELKE BRAUNWEILER, FAULENZA, FELINE & STRANGE, HANSJANA, LYDIA DAHER, MALONDA, MARIAMA SAFI, TOTE CRACKHUREN IM KOFFERRAUM MATCHING OUTFITS THE DOCTORELLA BABSI TOLLWUT 12.8 ://aboutblank","Bohemian Strawberry & AmSTARt präsentieren: ICH BRAUCHE EINE GENIE VOL. 15 POPKULTUR, FEMINISMUS, CHANGE UND SO ... Songbook Releaseparty LIVE: KATRIN ACHINGER LESEPERFORMANCES & 1-SONG-SETS: ANNETTE BENJAMIN (HANS-A-PLAST), BERNADETTE LA HENGST, DAYM, DIE SUPERERBIN, ELKE BRAUNWEILER, FAULENZA, FELINE & STRANGE, HANSJANA, LYDIA DAHER, MALONDA, MARIAMA SAFI, TOTE CRACKHUREN IM KOFFERRAUM MATCHING OUTFITS THE DOCTORELLA BABSI TOLLWUT 12.8 ://aboutblank"
437153961_18350298343104941_7003093003187948947_n.jpg,0096.jpg,photo,https://www.instagram.com/p/C5n-h6EMs-g/,Instagram,volksbuehne_berlin,Schmeiß dein Ego weg und FEIER WAS DU LIEBST Für René 25. April Volksbühne am Rosa-Luxemburg-Platz,Schmeiß dein Ego weg und FEIER WAS DU LIEBST Für René 25. April Volksbühne am Rosa-Luxemburg-Platz
The kids are clearly not alright – welche Rolle spielen emanzipatorische Subkultur & Bewegung in OstdeutschlandWir sprechen über emanzipatorische (Jugend-)subkultur und antifaschistische Bewegung in Ostdeutschland. Wi.jpg,0097.jpg,photo,https://www.instagram.com/p/DC9jimJslSn/?img_index=1,Instagram,unterm.techno.liegt.der.punk,TERM LIEGT DER PUNK :// ABOUT BLANK The kids are clearly not alright Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland? POLY LUX Veranstaltung 13.12.2024 20 Uhr :// about blank,UNTER'M TECHNO LIEGT DER PUNK :// ABOUT BLANK The kids are clearly not alright Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland? POLY▶LUX Veranstaltung 13.12.2024 20 Uhr :// about blank
moving beyond hope - 02. oktober 2023 - ab 18.00 uhram frühen montagabend vor dem feiertag alldeutscher hässlichkeit laden wir auch in diesem jahr zusammen mit der top b3rlin zur antinationalen amplitude wider die gro.jpg,0098.jpg,photo,https://www.instagram.com/p/Cx0UlX9oyQc/,Instagram,about.blank.berlin,"eine benefizveranstaltung von ://about blank und top b3rlin MOVING BEYOND HOPE antinationale amplitude wider die großwetterlage montag, 2. oktober 2023, 18:00 uhr","eine benefizveranstaltung von ://about blank und top b3rlin MOVING BEYOND HOPE antinationale amplitude wider die großwetterlage montag, 2. oktober 2023, 18:00 uhr"
"Do, 29. September Vergessene Arbeitskämpfe - Ein Punk-Abend • Hurenstreik in Lyon (1975)Live spielen- Totenwald & Eat Lipstick Einlass- 21 Uhr, Beginn- 22 UhrRoter Salon Der Punk-Abend ist diesmal dem historischen Arb.jpg",0099.jpg,photo,https://www.instagram.com/p/CizZZuJs_No/?img_index=1,Instagram,volksbuehne.berlin,"Vergessene Arbeitskämpfe PUNK Abend Eintritt 8€ Roter Salon in der VOLKSBÜHNE Wann: 29.09., 21 Uhr Wer: EAT LIPSTICK + TOTENWALD arbeitskaempfe@volksbuehne-berlin.de","Vergessene Arbeitskämpfe PUNK Abend Eintritt 8€ Roter Salon in der VOLKSBÜHNE Wann: 29.09., 21 Uhr Wer: EAT LIPSTICK + TOTENWALD arbeitskaempfe@volksbuehne-berlin.de"
Heute ist Familientrödel in der Paul-Schneider-Schule in Lankwitz..jpg,0100.jpg,photo,hhttps://www.instagram.com/p/C7YdxTRC5sU/,Instagram,smash.comedy.club,FAMILIEN-FLOHMARKT in der Paul-Schneider-Grundschule 25.05.24 10 - 14 Uhr,FAMILIEN-FLOHMARKT in der Paul-Schneider-Grundschule 25.05.24 10 - 14 Uhr
"Stolpersteinverlegung in Alt-Hsh-am Freitag, den 28. Mai, um 17 Uhr wird in der Suermondtststraße 46(Alt-Hohenschönhausen) ein Stolperstein für Blume Luise Albers verlegt, diezunächst in den Pankower Heimstätten Zwa.jpg",0101.jpg,photo,https://www.instagram.com/p/CPY8XzuHh2l/,Instagram,befreiung.und.widerstand,"Freitag, den 28. Mai 2021 um 17 Uhr Stolpersteinverlegung in Alt-Hohenschönhausen Suermondtstraße 46, 13053 Berlin Blume Luise Albers, geb. Chassin, geb. am 22.12.1878 in Smolensk Musikalische Begleitung: Johann-Vincent Slawinski Blume Luise Albers war mit dem deutschen Beamten Steuersekretär Oskar Albers verheiratet. Die Eheschließung erfolgte am 22.12.1913 in Windhuk (Deutsch-Südwest-Afrika) im Standesamt Windhuk mit der Nr. 63. Das Paar lebte in Hohenschönhausen in der Suermondtstraße 46 vorn parterre. Laut Berliner Adressbuch ist der Straßenzug noch 1927 als Baustelle eingetragen. Suermondt war Mitbegründer der Grunderwerbs- und Baugesellschaft in Hohenschönhausen, welche die Häuser bauen ließ und auch Eigentümer war. Mit der Fertigstellung der Wohnungen bezog das Ehepaar Albers ihre Wohnung im parterre. Die Wohnung bestand aus zwei Stuben und einer Küche. Blume Albers war Hausfrau. Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wohnung laut Urkunde an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 im Berliner Adressbuch als Mieterin eingetragen ist. Blume Albers musste Zwangsarbeit leisten und lebte in den Pankower Heimen. Am 10. September 1943 wurde Blume Luise Albers mit dem 96. Alterstransport von dem Sammellager Große Hamburger Straße 26 nach Theresienstadt deportiert. Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Auschwitz deportiert und dort ermordet.","Freitag, den 28. Mai 2021 um 17 Uhr Stolpersteinverlegung in Alt-Hohenschönhausen Suermondtstraße 46, 13053 Berlin Blume Luise Albers, geb. Chassin, geb. am 22.12.1878 in Smolensk Musikalische Begleitung: Johann-Vincent Slawinski Blume Luise Albers war mit dem deutschen Beamten Steuersekretär Oskar Albers verheiratet. Die Eheschließung erfolgte am 22.12.1913 in Windhuk (Deutsch-Südwest-Afrika) im Standesamt Windhuk mit der Nr. 63. Das Paar lebte in Hohenschönhausen in der Suermondtstraße 46 vorn parterre. Laut Berliner Adressbuch ist der Straßenzug noch 1927 als Baustelle eingetragen. Suermondt war Mitbegründer der Grunderwerbs- und Baugesellschaft in Hohenschönhausen, welche die Häuser bauen ließ und auch Eigentümer war. Mit der Fertigstellung der Wohnungen bezog das Ehepaar Albers ihre Wohnung im parterre. Die Wohnung bestand aus zwei Stuben und einer Küche. Blume Albers war Hausfrau. Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wohnung laut Urkunde an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 im Berliner Adressbuch als Mieterin eingetragen ist. Blume Albers musste Zwangsarbeit leisten und lebte in den Pankower Heimen. Am 10. September 1943 wurde Blume Luise Albers mit dem 96. Alterstransport von dem Sammellager Große Hamburger Straße 26 nach Theresienstadt deportiert. Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Auschwitz deportiert und dort ermordet."
Berlin Mariannenplatz 17. Mai.jpg,0103.jpg,photo,https://www.instagram.com/p/CAAT_fLn4m7/,Instagram,nichtohneuns,RAUS AUS DER DOSE! 17.05.2020 14–18 Uhr Mariannenplatz Der Rückzug ins Digitale ist keine Alternative! Deine Meinung ist relevant! Kunst ist relevant! Zeigt Eure Künste! Erhebt Eure Stimme! Das Mikrofon steht Euren Reden und Darbietungen offen www.aktion-eigensinn.net,RAUS AUS DER DOSE! 17.05.2020 14–18 Uhr Mariannenplatz Der Rückzug ins Digitale ist keine Alternative! Deine Meinung ist relevant! Kunst ist relevant! Zeigt Eure Künste! Erhebt Eure Stimme! Das Mikrofon steht Euren Reden und Darbietungen offen www.aktion-eigensinn.net
"Morgen ist es soweit... Unser erster Weihnachtsmarkt. Wir sind dabei mit lauter Leckereien, schmeißen nochmal den Grill an! Kommt vorbei, wir freuen uns auf euch #deutscheküche #weihnachtsmarkt #aufgeregt.jpg",0104.jpg,photo,https://www.instagram.com/p/ClpzwcQDiir/,Instagram,kiez_kueche,Kiezklub Rathaus Johannisthal Sterndamm 102 WEIHNACHTSBAZAR 3. Dez. 14–19 Uhr Draußen: Glühwein und Gegrilltes Feuertonne und Stockbrot weihnachtliche Livemusik Stände mit interessanten Dingen Drinnen: Bastelstraße Kindertheater aus dem Koffer Filzen,Kiezklub Rathaus Johannisthal Sterndamm 102 WEIHNACHTSBAZAR 3. Dez. 14–19 Uhr Draußen: Glühwein und Gegrilltes Feuertonne und Stockbrot weihnachtliche Livemusik Stände mit interessanten Dingen Drinnen: Bastelstraße Kindertheater aus dem Koffer Filzen
#nichtohneuns #democracynow.jpg,0106.jpg,photo,https://www.instagram.com/p/B_XXdpUHmmG/,Instagram,nichtohneuns,"KEINE QUERFRONT AUF DEM ROSA-LUXEMBURG-PLATZ! NICHT OHNE UNS? – OHNE UNS! Seit nunmehr vier Wochen demonstrieren Neurechte, Verschwörungsideolog*innen und Teile der rechtsradikalen und völkischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygienedemo“, organisiert von der „Kommunikationsstelle Demokratischer Widerstand“, deren Initiatoren sich in einem Interview vor dem Reichstag mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifaschistischen, anarcha-queer-feministischen Menschen zur Verteidigung des Rosa-Luxemburg-Platzes und der Volksbühne auf. Kreativer Kontaktloser Gegenprotest: vor dem Karl Liebknecht Haus um 15Uhr jeden Samstag und am 1.Mai seid kreativ laut und bunt! Kein Platz für Nazis! #antifaarea V.i.S.d.P.: Karla Krawall, Rosa-Luxemburg Platz 1, 1312 Berlin","KEINE QUERFRONT AUF DEM ROSA-LUXEMBURG-PLATZ! NICHT OHNE UNS? – OHNE UNS! Seit nunmehr vier Wochen demonstrieren Neurechte, Verschwörungsideolog*innen und Teile der rechtsradikalen und völkischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygienedemo“, organisiert von der „Kommunikationsstelle Demokratischer Widerstand“, deren Initiatoren sich in einem Interview vor dem Reichstag mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifaschistischen, anarcha-queer-feministischen Menschen zur Verteidigung des Rosa-Luxemburg-Platzes und der Volksbühne auf. Kreativer Kontaktloser Gegenprotest: vor dem Karl Liebknecht Haus um 15Uhr jeden Samstag und am 1.Mai seid kreativ laut und bunt! Kein Platz für Nazis! #antifaarea V.i.S.d.P.: Karla Krawall, Rosa-Luxemburg Platz 1, 1312 Berlin"
Am Samstag live auf unserer Bühne- JAZZANOVA feiern die Veröffentlichung ihres neuen Albums “The Pool”!#special #live #concert #album #release #music #jazzanova #stage #volksbuehne #berlin @jazzanova_berlin.jpg,0108.jpg,photo,https://www.instagram.com/p/BkkAzF9Byoi/,Instagram,volksbuehne.berlin,VOLKSBÜHNE Jazzanova The Pool Record Release Konzert 30.06.18 Rosa-Luxemburg-Platz,VOLKSBÜHNE Jazzanova The Pool Record Release Konzert 30.06.18 Rosa-Luxemburg-Platz
"a100 wegbassen - clubs. stadt. klimakrise.2. september 2023 - 14-22 uhr - markgrafendamm die autobahnverlängerung ist ein anachronismus, eine altlast der staatlich protektionierten automobil-lobby, an deren abwrackung s.jpg",0110.jpg,photo,https://www.instagram.com/p/Cwf17hjoi0_/,Instagram,about.blank.berlin,CLUBS. STADT. KLIMAKRISE. A100 WEGBASSEN! 2.9. 14°–22° MARKGRAFENDAMM,CLUBS. STADT. KLIMAKRISE. A100 WEGBASSEN! 2.9. 14°–22° MARKGRAFENDAMM
ANKÜNDIGUNG PODIUM UND FILM AM 25. NOVEMBER 19 UHR ZUM RUMBLE IN THE JUNGLE In der Nacht vom 29. auf den 30. Oktober jährt sich der Rumble in the Jungle zum fünfzigsten Mal. Der Schwergewichtsboxkampf George Forema.jpg,0111.jpg,photo,https://www.instagram.com/p/DB9Xgs0sz7g/?img_index=1,Instagram,about.blank.berlin,"50 JAHRE RUMBLE IN THE JUNGLE. Podium: Martin Krauß (Sportjournalist taz), Dr. Michela Wrong (britische Journalistin), Fabian Kunow (Moderation) und anschl. Kinodokumentation When we were Kings (1997). Mo., 25. Nov., 19 Uhr. ://about blank, Markgrafendamm 24c, 10245 Berlin. www.helle-panke.de","50 JAHRE RUMBLE IN THE JUNGLE. Podium: Martin Krauß (Sportjournalist taz), Dr. Michela Wrong (britische Journalistin), Fabian Kunow (Moderation) und anschl. Kinodokumentation *When we were Kings* (1997). Mo., 25. Nov., 19 Uhr. ://about blank, Markgrafendamm 24c, 10245 Berlin. www.helle-panke.de."
"Wir beteiligen uns am #RAVEAUFSTAND, weil der kapitalistische Normalzustand nicht tanzbar ist, sondern seine Wertschöpfungsketten die Erde an den Rand der Klimakatastrophe geschaufelt haben. Für uns ist daher sonnenkla.jpg",0112.jpg,photo,https://www.instagram.com/p/B2oCAq0gzXt/,Instagram,about.blank.berlin,"HAUPTSACHE ES KNALLT? NO FUTURE NO DANCEFLOOR. RAVE AUFSTAND ZUM GLOBAL STRIKE. FREITAG, 20.09.19 | 15:00 UHR BERLIN MITTE & ÜBERALL 12:00 UHR FRIDAYS FOR FUTURE","HAUPTSACHE ES KNALLT? NO FUTURE NO DANCEFLOOR. RAVE AUFSTAND ZUM GLOBAL STRIKE. FREITAG, 20.09.19 | 15:00 UHR BERLIN MITTE & ÜBERALL 12:00 UHR FRIDAYS FOR FUTURE"
Holt euch Palakte!Macht mobil für die antifaschistische Demonstration am 9. Mai!Am 8. und 9. Mai ist in diesem Jahr erneut das Zeigen der Symbole und Fahnen der Roten Armee und der UDSSR verboten worden - also die Symbo.jpg,0113.jpg,photo,https://www.instagram.com/p/C6lyU0VM2el/,Instagram,antifanordost,9. MAI 79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND NIE WIEDER FASCHISMUS! NIE WIEDER KRIEG! DEMONSTRATION / BERLIN 17:30 / S&U-BHF. FRIEDRICHSTR. @BEFREIUNG.UND.WIDERSTAND,9. MAI 79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND NIE WIEDER FASCHISMUS! NIE WIEDER KRIEG! DEMONSTRATION / BERLIN 17:30 / S&U-BHF. FRIEDRICHSTR. @BEFREIUNG.UND.WIDERSTAND
"am 15.07. spielt rammstein das erste von insgesamt drei ausverkauften konzerten im olympiastadion. es werden also insgesamt 225.000 menschen diese band feiern und bejubeln. eine band, deren frontsänger und aushängeschi.jpg",0114.jpg,photo,https://www.instagram.com/p/CutRdpSxdmS/,Instagram,about.blank.berlin,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK keinrammstein_berlin STOMP THE PATRIARCHY,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK @keinrammstein_berlin
"samstag, 16. november 2024 -- ab 22-00 uhrsave blank blank safe! weil es um die finanzlage des clubs nicht zum besten steht, haben wir ein wenig herumgefragt, warum wir trotzdem unbedingt weitermachen sollen. friends, fa.jpg",0115.jpg,simple,https://www.instagram.com/p/DCZBOTYqRRx/?img_index=1,Instagram,about.blank.berlin,save blank? blank safe! soliparty gegen das klima der angst 16.11.2024 ab 20 Uhr ://about blank I ://,save blank? blank safe! soliparty gegen das klima der angst 16.11.2024 ab 20 Uhr ://about blank I ❤️ ://
Karlsruhe 8. August netzwerk-demokratie.org #demokratischerwiderstand #grundgesetz #nichtohneuns.jpg,0116.jpg,simple,https://www.instagram.com/p/CDn3BMZAryu/,Instagram,nichtohneuns,"AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge | Meditation LiveStream https://netzwerk-demokratie.org Familienfreundlich, mit Kinderbereich SAMSTAG 08.08.20 | 12:30–18 Uhr Günther-Klotz Anlage in Karlsruhe Stay Free! Karlsruhe Peace & Love Ettlinger Friedens Gruppe Selber denken, statt denken lassen NETZWERK DEMOKRATIE e.V. QUERDENKEN 721 - Karlsruhe","AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge | Meditation LiveStream https://netzwerk-demokratie.org Familienfreundlich, mit Kinderbereich SAMSTAG 08.08.20 | 12:30–18 Uhr Günther-Klotz Anlage in Karlsruhe Stay Free! Karlsruhe Peace & Love Ettlinger Friedens Gruppe Selber denken, statt denken lassen NETZWERK DEMOKRATIE e.V. QUERDENKEN 721 - Karlsruhe"
488586229_1109552131201323_4879657608653911973_n.jpg,0117.jpg,simple,https://www.instagram.com/p/C7oShEAJe0R/,Instagram,about.blank.berlin,"Bündnis gegen Verdrängung und #Mietenwahnsinn www.mietenwahnsinn.info DIE MIETE IST ZU HOCH! Demo, Samstag 01. Juni 2024 14:00 Uhr Potsdamer Platz","Bündnis gegen Verdrängung und #Mietenwahnsinn www.mietenwahnsinn.info DIE MIETE IST ZU HOCH! Demo, Samstag 01. Juni 2024 14:00 Uhr Potsdamer Platz"
"Lets get organized Wir wollen euch da draußen kennenlernen, gemeinsam starke antirassistische politische Arbeit machen und uns organisieren Immer am letzten Mittwoch im Monat könnt ihr in Neukölln für Austausch und .jpg",0118.jpeg,simple,https://www.instagram.com/p/C45UnDkMzDk/,Instagram,migrantifa_berlin,"Willkommenscafé Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! Rote Lilly, Emser Str. 114, Neukölln Jeden letzten Mittwoch im Monat 19–21 Uhr","Willkommenscafé Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! Rote Lilly, Emser Str. 114, Neukölln Jeden letzten Mittwoch im Monat 19–21 Uhr"
photo_2025-04-21 22.25.01.jpeg,0119.jpeg,simple,,Telegram,Berlin Demos,"HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN","HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN"
"Auf nach Leonberg- Wahlkampf-Veranstaltung in der Stadthalle!Nur noch wenige Wochen bis zur Bundestagswahl- Kommen Sie am 22.01. nach Leonberg, um Bundessprecher Tino Chrupalla und viele weitere Redner zu erleben!.jpg",0120.jpg,simple,https://www.instagram.com/p/DEzlK8Yu69d/,Instagram,afd.bund,Wahlkampf-Veranstaltung STADTHALLE LEONBERG Römerstraße 110 | 71229 Leonberg 22.01. BEGINN 19 UHR | EINLASS 18 UHR LARS HAISE MARKUS FROHNMAIER TINO CHRUPALLA EMIL SÄNZE DIANA ZIMMER DEUTSCHLAND ZUERST! AfD Landesverband Baden-Württemberg,Wahlkampf-Veranstaltung STADTHALLE LEONBERG Römerstraße 110 | 71229 Leonberg 22.01. BEGINN 19 UHR | EINLASS 18 UHR LARS HAISE MARKUS FROHNMAIER TINO CHRUPALLA EMIL SÄNZE DIANA ZIMMER DEUTSCHLAND ZUERST! AfD Landesverband Baden-Württemberg
"EVENT- Nikolaus-Foto -- 05.12.2024 -- Da am 06.12 echt schon ne Menge los ist, bekommen wir eine Sonderbehandlung und der jute Nikolaus besucht uns schon am 05.12.2024. So ist dann auch ausreichend Zeit für Fotos mit s.jpg",0121.jpg,simple,https://www.instagram.com/p/DDJcZ7evqx0/,Instagram,nochmall,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt. Auguste-Viktoria-Allee 99 // 13403 Berlin,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt. Auguste-Viktoria-Allee 99 // 13403 Berlin
340846450_110781735321009_67864507728431764_n.jpg,0122.jpg,simple,https://www.instagram.com/p/Cq-CiEUsucg/,Instagram,omasgegenrechts,"25. APRIL, 2023 20.00 UHR PERFORMANCES, LIEDER, GEDICHTE… IM CAFÉ KORB Brandstätte 9, 1010 Wien Reservierung erforderlich: jenny@happybusiness.at OMAS ON STAGE Omas-on-Stage ist eine Theatergruppe innerhalb der Aktivistinnengruppe OMAS GEGEN RECHTS. In den letzten 3 Jahren sind wir bei zahlreichen Interventionen und Straßentheater, sowie beim Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen - professionellen Schauspielerinnen und Laiendarstellerinnen. Durch unsere Aktionen beleuchten wir auch die Rolle, die ältere Frauen im politischen Geschehen und in der Gesellschaft spielen können. Immer auch mit Humor und Ironie! FREIE SPENDE","25. APRIL, 2023 20.00 UHR PERFORMANCES, LIEDER, GEDICHTE… IM CAFÉ KORB Brandstätte 9, 1010 Wien Reservierung erforderlich: jenny@happybusiness.at OMAS ON STAGE Omas-on-Stage ist eine Theatergruppe innerhalb der Aktivistinnengruppe OMAS GEGEN RECHTS. In den letzten 3 Jahren sind wir bei zahlreichen Interventionen und Straßentheater, sowie beim Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen - professionellen Schauspielerinnen und Laiendarstellerinnen. Durch unsere Aktionen beleuchten wir auch die Rolle, die ältere Frauen im politischen Geschehen und in der Gesellschaft spielen können. Immer auch mit Humor und Ironie! FREIE SPENDE"
"Am Samstag, 5. März findet eine Solidaritätskundgebung für die #ukraine statt. Unsere stellvertretende Vorstandsvorsitzende Susanne Scholl wird dort sprechen. #wien, Platz der Menschenrechte, 15 bis 17 Uhr #omasgegenr.jpg",0123.jpg,simple,https://www.instagram.com/p/Caow6m6A09v/,Instagram,omasgegenrechts,"SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr","SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr"
#𝗦𝗮𝘃𝗲𝗕𝗿𝗮𝗶𝗻𝗖𝗶𝘁𝘆 - 𝗔𝘂𝗳𝗿𝘂𝗳 𝘇𝘂𝗿 𝗞𝘂𝗻𝗱𝗴𝗲𝗯𝘂𝗻𝗴 𝗴𝗲𝗴𝗲𝗻 𝗱𝗶𝗲 #𝗦𝗽𝗮𝗿𝗽𝗼𝗹𝗶𝘁𝗶𝗸 𝗱.jpg,0124.jpg,simple,https://www.instagram.com/p/DDg_HCqR0IY/,Instagram,htwberlin,#SAVEBRAINCITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin,#SAVEBRAINCITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin
photo_2025-04-21 22.20.58.jpeg,0127.jpeg,simple,,Telegram,Berlin Demos,"Solidarischer Stammtisch Thema: Unser Verständnis vom Patriarchat und unser Umgang damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205","Solidarischer Stammtisch Thema: Unser Verständnis vom Patriarchat und unser Umgang damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205"
