file_name,category,ground_truth,ocr_tesseract
0140.jpg,simple,"Samstag, 03.02.2024 von 11–13.30 Uhr WORKSHOP Motion-Capture HTW in Schöneweide Wer? - Alle zwischen 7 & 17 Jahren * Vorkenntnisse sind nicht notwendig. Was mitbringen? - Laptop oder Tablet mit Kamera * Laptops können auch bei uns angefragt werden! JETZT KOSTENLOS ANMELDEN! https://pretix.eu/dojosw/","Samstag, 03.02.2024 von 11-13.30 Uhr

WORKSHOP
EMIoGlon=-©amGure

? HTW in Schöneweide

g Wer?
- Alle zwischen 7 &17 Jahren
* Vorkenntnisse sind nicht notwendig.

Was mitbringen?

- Laptop oder Tablet mit Kamera
* Laptops können auch bei uns angefragt werden!"
0142.jpeg,simple,NAZIANGRIFFE NICHT UNBEANTWORTET LASSEN Demonstration nach Naziangriff auf Geflüchtetenunterkunft in Stahnsdorf - Solidarität mit den Betroffenen - 14.03.2025 Demo: 17:30 S Teltow Stadt Kundgebung: 19:00 Iserstraße Ecke Elbestraße,"NAZIANGRIFFE NICHT
UNBEANTWORTET. LASSEN

Demonstrationynach Naziangriff auf
Geflüchtetenunterkunftin
Stahnsdorf

- Solidarität mit den Betroffenen -

14.03.2025

Demo:

17:30 S Teltow Stadt msn
Kundgebung:
19:00 Iserstraße )
Ecke Elbestraße"
0143.jpg,simple,"Ostkreuz nicht den Nazis überlassen! So, 14.07. 14:00 Uhr Ostkreuz",< OstkreUZg — w
0145.jpg,simple,A100 WEGBASSEN! SOLI-RAVE RAVE LIVE ACTS PANEL DISCUSSION 06.10.2023 20:00 - 10:00 MENSCH MEIER,
0146.jpg,simple,THEMENTAG ://about blank Markgrafendamm 24c (Ostkreuz) 15.12.24 11:30– 19:30 Uhr Antisemitismus im Kultur– und Clubbetrieb Reflexionen ein Jahr nach dem 7. Okt. BILDUNG IN WIDERSPRUCH,"THEMENTAG 15.12.24

://about blank 11:30-
Markgrafendamm 24c (Ostkreuz) 19:30 Uhr

Antisemitismus im
Kultur- und Clubbetrieb

Reflexionen ein Jahr
nach dem 7. Okt.

BILDUNG IN WIDERSPRUCH"
0147.jpeg,simple,"Input + Diskussion nach den Bundestagswahlen: Rassismus, Abschiebung und Gewalt - Wehren wir uns! 01.03. | 18:00 Uhr Komşukeller, Kottbusser Straße 4/5 ZORA","Input + Diskussion nach den Bundestagswahlen:

a

01.03. / 18:00 Uhr
Komsukeller,
Kottbusser Straße 4/5

ZORAF"
0148.jpg,simple,"1. September 2023 ▶ BUCHPREMIERE JUDENHASS UNDERGROUND Antisemitismus in emanzipatorischen Subkulturen und Bewegungen Ein Abend mit Nicholas Potter, Stefan Lauer, Rosa Jellinek, Leon Kahane, Konstantin Nowotny und Anastasia Tikhomirova DJ: Ori Raz (Motivo Positivo) 19 Uhr | ://about blank | freier Eintritt","1. September 2023 > BUCHPREMIERE

JUDENHASS
UNDERGROUND

Antisemitismus in emanzipatorischen
Subkulturen und Bewegungen

Ein Abend mit

Nicholas Potter, Stefan Lauer,
Rosa Jellinek, Leon Kahane,
Konstantin Nowotny und
Anastasia Tikhomirova

DJ: Ori Raz (Motivo Positivo)

19 Uhr | ://about blank | freier Eintritt"
0149.jpg,simple,"WIR BRAUCHEN DICH! 10.00 bis 12.00 UHR Demonstration für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG ZUR FREIHEIT SAMSTAG 11.7.2020 10 - 12 Uhr KÖNIGSPLATZ - MÜNCHEN Prof. Dr. Christoph Hueck Biochemiker, Impfstoffentwickler Markus Haintz Querdenken Initiative Ulm Rechtsanwalt Milorad Krstic Unternehmer und Buchautor rin99er Hip Hop - Rap | Lienz Levi Wegmann • DJ Tuncay celsius19","ANUNBRNUCHEND/CH/A

7 N HEN
- MUNCHEI"
0151.jpg,simple,08·06·24 TANZ DEMO 15 Uhr am Frankfurter Tor Mehr Infos auf kollektiv-kirsch.de WEM GEHÖRT DIE STADT?,
0152.jpg,simple,"Klimaschutz statt Autobahn! Laufdemo auf der A100! Sonntag, 21. April Start: 14 Uhr Auffahrt Tempelhofer Damm","f\ z statt 2 ÜWÜ I] T | |

lauﬁlemn auf .m ATOOL_

A Snnntag‚ 21 I\nnl
SIart 14 Uhr

\]@@\C-Q PowerShift Lflu Säi Ü

Bür nr..‚ cuumzﬁ '/( l \
(m \\a <“ M \

nlulllm"
0153.jpg,simple,"GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS 12.03.1938 - 12.03.2025 NIE WIEDER IST JETZT! 12.03.2025, Albertinaplatz, 18:30 GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS mit Beiträgen von: Aaron Bezalel Haber Cornelius Obonya Dolores Bakos Jenny & Omas on Stage Ida Belaga León de Castillo Marina Hanke Maya Unger Monika Salzer Philipp Miksch Rihab Toumi Susanne Scholl Ursula Berner NIE WIEDER IST JETZT! 12.03.1938 - 12.03.2025","GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS

12.03.1938 - 12.03.2025
NIE WIEDER IST JETZT!

12.03.2025, Albertinaplatz, 18:30
GEDENKEN BEIM MAHNMAL
GEGEN KRIEG & FASCHISMUS

mit Beiträgen von: ME UL
Aaron Bezalel Haber MEYZECLT SE
Cornelius Obonya Monika Salzer
Dolores Bakos Philipp Miksch
Jenny & Omas on Stage Rihab Toumi
Ida Belaga Susanne Scholl

Leön de Castillo Ursula Berner

NIE WIEDER IST JETZT! 12.03.1938-12.03.2025"
0154.jpeg,simple,LIVEKONZERT LIZ MELINE MEETS SNAILTAPE DIENSTAG 21.01.25 BEGINN 20:00 TONELLIS NEUMARKT 9  04109 LEIPZIG,"NSTAG
I6"
0155.jpg,simple,"FIRST SLAYSTANS SOLI PARTY 16/02 8PM ERREICHBAR, REICHENBERGER STR 63A","EIRST
SL_AYSTANS
s*©l_‘*n HA I'QTY

; ; 15/02 8SPM
REICI—IEAR REICHENBERGER STR S34"
0156.jpeg,simple,"SOLI FLOHMARKT 10–18 UHR 1. MÄRZ Wo: Zielona Gora, Grünbergerstr. 73 BERLINER OBDACHLOSENHILFE e.V. Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen",
0157.jpg,simple,"SIEG DER UKRAINE – FRIEDEN FÜR EUROPA Stoppt die Finanzierung des russischen Staatsterrors 17. DECEMBER, 15:00 VOR DER RUSSISCHEN BOTSCHAFT UNTER DEN LINDEN 63–65 ♀FAR Berlin Demokrati-JA","SIEG DER
FRIEDEN FÜ

Stoppt die Finanzierung
des russischen
Staatsterrors

17. DECEMBER, 15:00
VOR DER RUSSISCHEN BOTSCHAFT
UNTER DEN LINDEN 63-65

j
N iiii

© ®FAR Berlin

Demokrati-JA"
0158.jpg,simple,Kundgebung zum 5. Jahrestag des rechtsterroristischen Anschlags von Halle 9.10.2024 17:30 Uhr Oranienplatz,"Kundgebung
zum 5, Jahrestag
des rechtsterroristischen

Anschlags von Halle

9.10.2024 17:30 Uhr Oranienplatz"
0160.jpg,simple,"ALICE WEIDEL IN DER ""BUNDESTAGSWAHL - SCHLUSSRUNDE"" HEUTE, LIVE 22:00 UHR ARD & ZDF! ZEIT FÜR DEUTSCHLAND. AfD","— ALICE WEIDEL IN DER
DESTAI „_$CHLUSSRUNDE ‘

— HEUTE/LIVE
22:00 UHR ARD & ZDF!"
0161.jpg,simple,"Ukraine Freiheit Demokratie NEIN Putin AfD 22.02.25 16 : 00 Brandenburger Tor 3 Jahre seit der großflächigen Invasion Unsere Stimme für die Ukraine, für Demokratie, für Freiheit FREE RUSSIANS GLOBAL Deutsch-russischer Menschenrechte-Dialog Demokrati-JA QUARTEERA MEMORIAL DEUTSCHLAND REFORUM SPACE We stand with Ukraine","3 Jahre seit der großflächigen Invasion
Unsere Stimme für die Ukraine, für Demokratie, für Freiheit

FREE @ @ Deutsch-russischer
RUSSIANS @@ Menschenrechte-
GLOBAL @ .

W stand witrhkh UKkralilne"
0162.jpeg,simple,"Du willst dich antifaschistisch organisieren und suchst dafür andere Menschen? Dann komm‘ zu unserem Plenum! 14-tägig im Bandito Rosso* (Lottumstr. 10a, Prenzlauer Berg) Offenes Antifa Treffen 5. März 2025, 19 Uhr mit Input zum feministischen Kampftag Web: oatberlin.noblogs.org Mail: oat-berlin@riseup.net *leider nicht barrierearm","Du willst dich
antifaschistisch
organisieren

und suchst

dafür andere Dann komm:

Menschen? ZU unserem
Plenum!

14-tägig im Bandito Rosso*
(Lottumstr. 10a, Prenzlauer Berg)

Offenes Antifa Treffe

5,. März 2025, 19 Uhr

mit Input zum feministischen Kampftag

Web: oatberlin.noblogs.org Mail: oat-berlin@riseup.net

*leider nicht barrierearm"
0163.jpg,simple,STOPPT das Infektionsschutzgesetz 18.11.2020 Ab 11:00 Uhr openEnd Unsere Zivilisation - Unsere Regeln! Berlin - Bundestag ES GIBT KEINE,"STOPPT

das*infektmnsschutzgesetz

18.:11:2020
AD Uhr

Unsere Zivilisation - Unsere Regeln!

openknd

/ WES'GIBT KEINE"
0164.jpg,simple,Demokratie verteidigen Demonstration 03.02 15:00 Graz Hauptbahnhof 16:30 Eintreffen Hauptplatz 18:00 Lichtermeer Kommt hin! Solidarisches Bündnis für Menschenrechte und Demokratie © Ayham Yossef,"Demokratie
verteidigen

Demonstration

03.02

15:00 Graz Hauptbahnhof
16:30 Eintreffen Hauptplatz
18:00 Lichtermeer 43

%. Sohdansches Bundn15 furv Menschenrech’re
SE dhewr i und Demokra'ne a"
0165.jpg,simple,"2000er PARTY Strausberg Kulturpark - Wriezener Str., 15344 Strausberg Am Strand Eintritt 11,90 € Ab 12–23 Uhr DJ Van Tell DJ Tomekk Food & Drinks HAUPTSTADT KULTUR Wir danken unseren Partnern 2024 08.06.2024","Kulturpark - Wriezener Str., 15344 Strausberg
K

Am Strand
_ Eintritt 11,90 €

nnnnnn"
0166.jpg,simple,"WORKSHOP: HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS 12.03.25 16-19 Clubcommission Office, Brückenstraße 1, 10179 Berlin CLUBCOMMISSION CLUB CULTURE HUB","WORKSHOP:
HOW TO KULTURFÖRDERUNG

WITH KAROLINE LUCKS

12.03.25 16-19
Clubcommission Office, Brückenstraße 1,
10179 Berlin"
0167.jpg,simple,BIM Kulturzentrum auf KulTour Flutopfer-Stiftung von 1962 Samstag · Saturday 08.07.2023 14.00 – 17.00 Seniorenzentrum Nordlandweg Nordlandweg 110 · 22145 Hamburg Kinderfest Children’s festival,"e_o_0_
B ,M Kultur- Flutopfer-Stiftung
® zenfrum von 1962

(auf Kultoan

Samstag - Saturday - Cy66oTa + 444
08.07.2023 © 14.00 - 17.00

Q Seniorenzentrum Nordlandweg
Nordlandweg 110 - 22145 Hamburg

Kinderfest

Children’s festival . HetcKuM dectNBaNb + 4Sa S Güs"
0169.jpeg,simple,"in Vorbereitung auf den 8. März Mexiko: Im schwarzen Block der Feministinnen ARTE Reportage KURZFILMABEND 2. MÄRZ | 17:00 | ELELE Inang Maynila Life under martial law as a rebellious Catholic schoolgirl in the Philippines In the toilet there was a big window, that's where we'd smoke.","in Vorbereitung auf den 8. März

Mexiko: Im schwarzen Block der
Feministinnen

ARTE Reportage

KURZFILMABEND
2.MÄRZI17:00IELELE

Inang Maynila

Life under martial law as a
rebellious Catholic
schoolgirl in the Philippines

R
In the toilet there was GW4 Mat's where werd"
0170.jpeg,simple,"fembi Plakate malen für den feministischen Kampftag! Am 04. März 2025 Ab 19.30 Uhr im Café Cralle Hochstädter Str. 10a, 13347 Berlin-Wedding","fembi

Plakate mal }
den feministischen
Kampftag!

Am 04. März 2025 '
Ab 19.30 Uhr PE
im Cafe Cralle ‘ .

Hochstädter Str.10a,
13347 Berlin-Wedding"
0171.jpg,simple,"Eltern stehen auf Rheinland-Pfalz Wir sind das Licht! # Masken-frei # Abstands-frei # Quarantäne-frei # freie Impfentscheidung Spaziergang jeden Tag im LockDown Ab Montag, 2.11. 19:00 - 19:30 Uhr Start Marktplatz in jeder Stadt/Ort KOMMT ALLE! Taschenlampe, Handy-Lampe, Laterne Die Leute werden neugierig sein und alle sehen. Es werden so immer mehr werden. Keine Anmeldung jeder für sich. Keiner kann uns so aufhalten! ElternStehenAuf.de https://t.me/ElternStehen_RLP","V Eiltern
stehen auf

Rheinland-Pfalz

Wir sind das

Spaziergang jeden Tag im LockDown

Ab Montag, 2.11.
19:00 - 19:30 Uhr

Start Marktplatz in jeder Stadt/Ort

KOMMT ALLE!

Taschenlampe, Handy-Lampe, Laterne

Die Leute werden neugierig sein und alle sehen. Es werden
so immer mehr werden. Keine Anmeldung |1<=.-der für sich.
einer kann uns so aufhalten!"
0172.jpg,simple,"Stadtlauf STÄRKE ZEIGEN GEMEINSAM GEGEN GEWALT AN FRAUEN 6 km Hanau Marktplatz 2016 17 Uhr 16. September www.hanauerstadtlauf.de Veranstalter: Magistrat der Stadt Hanau, Frauenbüro und Fachstelle Sport - Main-Kinzig-Kreis, Referat für Frauen und Chancengleichheit - 1. Hanauer Lauftreff - Sportkreis Main-Kinzig e.V.","6 km 2016
| Hanau 17 Uhr
_ Marktplatz 16. September

die gesund

umicore /HSB— Hen

Stadtwerke Hanau Z me

GOODYEAR DUNLOP (E;IERMER

ir Frauenlragen und Chancengleichheit"
0173.jpg,simple,DEMONSTRATION FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE! 14. NOVEMBER 14 UHR BRANDENBURGER TOR,"0>

DEMONSTRATION
FÜR DIE
AUFNAHME DER
MENSCHEN

AN DER POLNISCH
BELARUSSISCHEN
GRENZE!

14. NOVEMBER

UHR
BRANDENBURGER TOR"
0176.jpg,simple,"Samstag, 30.11.2024, 11–13 Uhr CODING in der Feuerwache Bibliothek “Alte Feuerwache” Michael-Brückner-Str. 9, Schöneweide Bring ein Laptop oder Tablet mit oder reserviere ein Leihgerät! KOSTENLOS PROGRAMMIEREN LERNEN JETZT ANMELDEN! https://pretix.eu/dojosw/ https://coderdojo-schoeneweide.de","Samstag, 30.11.2024, 11-13 Uhr

CODING
in der FeUGPWACHE

? Bibliothek “Alte Feuerwache”
Michael-Brückner-Str. 9, Schöneweide

m Bring ein Laptop oder Tablet mit

oder reserviere ein Leihgerät! KOSTENLOS
PROGRAMMIEREN
LERNEN

https://coderdojo-schoeneweide.de"
0177.jpg,skewed,"STOPPT DIE AfD SOMMER, SONNE, ANTIFA! DEMO SOMMERFEST DER AFD VERMIESEN Demo gegen das Sommerfest der AfD in Templin SAMSTAG 07.09. 14:00 Uhr Am Markt 11 17268 Templin Austehen-gegen-Rassismus.de","DEMO

Austehen-gegen-Rassismus.de"
0178.jpg,skewed,JETZT KARTEN SICHERN! dance first tanzfestival juni/juli 2024 DI 16.07.24 Stadtsaal Fürstenfeldbruck KROATISCHES NATIONALBALLETT TRANSPARADA Choreografie: Maša Kolar / Mauro Bigonzetti / Marco Goecke / Nadav Zelner www.dancefirst.de,"01160724
Stantsaal
FÜrSteNTEIANTUCK

KROATISCHES NATIONALBALLETT
TRANSPARADA

SCNOFCOOTaNE:
asa Kolar/ Mauro BIyONZEI / Marco GOoeCKE / NadavZeiner

www.dancefirst.de

tanzfestival
juni/juli 2024"
0179.jpg,skewed,Rechts- extremismus stoppen In Europa & vor Ort DEMOS im ganzen Land 23.5. bis 8.6.24 Demokratie verteidigen rechtsextremismus-stoppen.de,"In Europa
& vor Ort

D
Y
| ‘éh. im

ganzen
Land

23.5. bis 8.6.24

rechtsextremismus—stoppen.‚dé"
0180.jpg,skewed,IS PALESTINE A FEMINIST ISSUE?! ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS Vortrag & Diskussion mit Cordula Trunk Do 19.12. 19:00 Uhr about blank Markgrafendamm 24c,"IS PALESTINE

A FEMINIST
/ ISSUE?!
ZUR VERSCHRÄNKUNG

VON (QUEER-)FEMINISMUS
UND ANTISEMITISMUS

Vortrag & Diskussion mit __ g%ß
Cordula Trunk _ s

Do 19.12. S
19:00 Uhr q"
0181.jpg,skewed,"ES IST WIEDER SOWEIT! IN RAHLSTEDT IST WAS LOS, Digga! 28. Rahlstedter KULTUR WOCHEN 31. AUGUST – 18. OKTOBER 2024 VERSCHIEDENE ORTE IN RAHLSTEDT RAHLSTEDTER KULTURWOCHEN","ESIST WIEDER SOWEIT!

IN RAHLSTEDT
IST WAS LOS,

Digga!

31. AUGUST - 18. OKTOBER 2024
VERSCHIEDENE ORTE IN RAHLSTEDT

RAHLSTEDTER KULTURWOCHEN"
0182.jpg,skewed,ANTIFA-BLOCK AUF DER LICHTENHAGEN-DEMO 27.08.2022 – Rostock-Lichtenhagen DAS BISSCHEN TOTSCHLAG... DEUTSCHE ZUSTÄNDE AUFMISCHEN 30 JAHRE NACH DEN POGROMEN »ERINNERST DU DICH NOCH AN ROSTOCK-LICHTENHAGEN« BUNDESWEITE DEMO IN ROSTOCK: 27. AUGUST 2022,"ANTI IFABI.OCI(

Un wr SSCHEN TOTSCHLAB.
CHE ZUSTÄNDE AUFMISCHE

30 JAHRE NACH DEN POGROMEN

_ »ERINNERST DU DICH NOCH
WCK-I.ICI-ITENHAGEN""'

ül an

DEL"
0183.jpg,skewed,RAVE KUNDGEBUNG KASTANIENALLEE 86 BERLIN SUN 14TH APRIL NOON TO 8 PM (SHARP) TUNTENHAUS BLEIBT,">

—: g’\”\

An
Jf"
0185.jpg,skewed,Eintritt frei! fürstenfelder TÖPFER & KUNST HAND WERKER MARKT 10–18 Uhr 10.+11.08.24 Fürstenfeldbruck,
0186.jpg,skewed,"RELEASE Freitag, 11. Oktober 2024 Einlass ab 18 Uhr Beginn: 19 Uhr im ://about blank Markgrafendamm 24c 10245 Berlin Musik: DJ Andreas Michalke mit Schallplatten aus Marseille FRENCH CONNECTION PARTY Eine Veranstaltung des disko e.V.","Freitag,

11. Oktober 2024
Einlass ab 18 Uhr
Beginn: 19 Uhr

im ://about blank
Markgrafendamm 24Cc
10245 Berlin

Eine Veranstaltung des

diske.

FRENCH
CONNECTI

on"
0187.jpg,skewed,"Autobahn-Abrissparty Rückbau statt Neubau – Stadtraum für alle Brücke überm Breitenbachplatz Sonntag, 2.6.24 | 16 - 20 Uhr","‚a

Rückbau statt Neuliäi(_é
— Stadtraum für alle. *

7 - ÜCKe überm

A FU n FUTZ

SIN S C
— S ; 3
Y ERLIA n1uhhehe u

- S
Ü u@‚erln7r7a“g‚;e] |ebensIaule% N Y @J%\\‚Ä“Y‘ <>
GÄ/Ü BI-' WUHLHEIDE Ol
£%'é ÜHÄä'7}ES S ®% P\‚wersh/ft BUND
:llabout blank Q > NI

\lERK%PDI'!I?II'!\'A%!VFN ‘ 7 Tf
7 n ulsis| . \ i GLUB !
IR eniugend K Zuls 5 O ir"
0190.jpg,skewed,"AUF DER AUTOBAHN SPEKTAKEL WORKSHOP 20.11.2022 ZUKUNFT AM OSTKREUZ LASKERSTRASSE 5, 10245 BERLIN 14–19 UHR",
0191.jpg,skewed,STURZ dem IMPERIALISMUS 27.02 18:00 Uhr Oranienplatz Nein zur Zeitenwende Stoppt den Krieg in Kurdistan! WK WIDERSTANDSKOMITEE,"18:00 Uhr
Oranienplatz"
0193.jpg,skewed,"RAUS GEGA NGEN EROBIQUE NEUJAHRS PARTY FESTSAAL KREUZBERG MI, 01.01. AB 21:00 UHR TIPP",
0194.jpg,skewed,VIELFALT. KULTUR. LEBEN A100 WEGBASSEN! SA 17.05.2025 S TREPTOWER PARK 14–17 UHR Protestfest für Kinder und Erwachsene 17–22 UHR Protestrave,"<

Jn
A 17.05.2025 —
S TREPTOWER PARK G
14-17 UHR Protestfest für _
Kinder und Erwachsene —-
17-22 UHR Protestrave 0

\\\\

CHANGINO |=*,
:!labout blank

CIMES
HK® Ö GLUBCOMMISSION|"
0195.jpg,skewed,BERLIN ACTION ANTICAPITALIST-ANTIFASCIST DAS MONOPOL ZERSCHLAGEN! TOWER TO THE PEOPLE! 26.10 Schleidenplatz 16:30 Uhr FCK AMZN,
0196.jpg,noisy,26.4 WHOSE STREETS? ANTIFA HEIßT ANGRIFF WIDERSTAND WIE NOCH NIE BERLIN BERLIN ANTIFA! NAZI-AUFMARSCH VERHINDERN! 12:15 - Start S Friedrichstraße (Südseite) 13:00 - Zwischenkundgebung Bebelplatz 13:30 - Gegenprotest Neptunbrunnen (Nähe Startplatz rechte Demo) → Weitere Route: Infos folgen!,"\ R
S

NAZI-AUFMARSCH VERHINDERN!
12:15 - Start S Friedrichstraße (Südseite)
13:00 - Zwischenkundgebung Bebelplatz
13:30 - Gegenprotest Neptunbrunnen

(Nähe Startplatz rechte Demo)
Weitere Route: Infos folgen!"
0197.jpg,skewed,DER AfD WIDER- SETZEN 22.2.25 12:30 DEMO S HOHENSCHÖNHAUSEN VORTREFFPUNKT DEMO 12:00  S LICHTENBERG 13:00 KUNDGEBUNG PREROWER PLATZ,"22.2.25

12:30 DEMO
S HOHENSCHÖNHAUSEN
VORTREFFPU,

M NKT
2:00 s LlCHTEN€E?G°

13:00

KUNDGEBUNG
PREROWER PLATZ"
0198.jpg,fancy,"ZEIT ZU HANDELN AFD-WAHLPARTY STÖREN! FIGHT AfD! SONNTAG, 23.2. WAHLTAGPROTEST 15.30 UHR SAMMELPUNKT Eingang Gesundbrunnen Center antifaschistisch · queerfeministisch · klimagerecht antirassistisch · klassenkämpferisch","n

ZEIT ZU HANDELN

WAHLTAGPROTEST

antifaschistisch - queerfeministisch - klimagerecht
antirassistisch - klassenkämpferisch"
0199.jpg,skewed,"RECHTEN MARSCH DURCH MITTE STOPPEN! SAMSTAG, 22.02.25 SCHIFFBAUERDAMM 1 AB 11:30 UHR STOPPEN! FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT!","RECHTEN MARSCH

SAMSTAG, 22.02.25
SCHIFFBAUE&DAMM 1

FU EINE VIELFA'EHGE :
UND SOLIDARISCHE GESE[LSCHAFT' \"
0200.jpg,skewed,NEIN ZUR AFD! DER AFD KEINE PLATTE LASSEN! 22.02.2025 AB 13:00 UHR GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK! PREROWER PLATZ NEU – HOHENSCHÖNHAUSEN,"NEIN ZUR AFDI
—d

DER AFD KEINE PLATTE LASSEN!

2.02.2025

/ AB 13:00 UHR

GEGEN DIE AFD
ABSCHLUSSKUNDGEBUNG

"" REROWER PLATZ

NEU - HOHENSCHÖNHAUSEN"
0201.jpg,fancy,Brandmauer durch Merz und Co. gefallen Gegen die Normalisierung von Transfeindlichkeit und Faschismus! So 09.02. Willy-Brandt-Haus 15.00 Uhr Protestzug zur CDU Bundesgeschäftsstelle Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02,"Bvandmau x @5

se09.r 2.L‘\7

Willy-Brandt-Haus \ \}\
15.05 Uhr

Protestzus zur ""”LF
CDU Bundesgeschäftsstelle

% J
Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02"
0202.jpg,skewed,"Gegen Faschismus, Queer- und Frauen- Feindlichkeit! 14.12. ca. 12.30 Uhr Friedrichshain Markgrafendamm 24c & 25 Neuwahlen? Jetzt erst recht: für ein buntes statt braunes Berlin! Klima statt Hetze Nazi Aufmarsch verhindern Neuwahlen? Jetzt Erstrecht: wider­setzen! WERDE nun aktiv Gegenprotest – dem Naziaufmarsch widersetzen – nun aktiv werden! ORDNER*INNEN & AWARENESS GESUCHT","$
\ U X A R S01
H x ME
ETZWERK ET A
EERFEM ‘ Q Denken AUFSTEHEN GEGEN-RASSISMUS DE

Gegenprotest - dem Naziaufmarsch widersetzen - nun aktiv werden!

MRIr RECLAIM ‘ —"
0203.jpg,fancy,"SUBKULTUR GEGEN AMAZON Dogshit Skatepark Nähe S+U Bfh Warschauerstr. 29.11, ab 17:30h % FOR SALE % TOWER TO THE PEOPLE 161 FUCK OFF ACAB 1312","KOLTÜRGEGEN AMAZON
Nähe S+U Bhr Warschauerstr,
OTEn T7n"
0204.jpg,skewed,14.00 Uhr 16.11. Friedrichshain Forckenbeckplatz Berlin es reicht: transfeindlichkeit tötet Neuwahlen erstrecht: kämpfen statt sterben! klima statt Hetze OPEN MIC optional ANONYM Neuwahlen: Faschismus tötet - nun widersetzen! ORDNER*INNEN UND AWARENESS GESUCHT Forckenbeckplatz (Start) über Rigaer sowie Frankfurter Tor (Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),"E Neuwahlen:
'Ä } Faschismus
ö tötet - nun
.8 W|dersetzen'

DY \
X
Y
Z
LE V m 0% @°
[ elubliebe da
SCIENTIST B
REBELLION B
n KL"
0205.jpg,simple,ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen! Solidarisch gegen den Rechtsruck antifaschistisch · queerfeministisch · klassenkämpferisch · klimagerecht Kundgebung 14:20 Uhr | Potsdam Hbf. Demo gegen die AfD-Wahlparty 16 Uhr | Bhf. Potsdam-Marquardt Anreise aus Potsdam: 15:36 Uhr | Hbf. (Gleis 1 | RB 21) Anreise aus Berlin: 13:21 Uhr | Ostkreuz (Gleis 5 S7) 22.09.2024 | Potsdam,"ZEIT ZU HANDELN

Die AfD-Party zur Landtagswahl versauen!

22.09.2024 | Potsdam"
0206.jpg,skewed,"ZEIT ZU HANDELN - GEGEN DIE AFD-WAHLPARTY IN BERLIN! AfD Wahlparty-Ort ist nun bekannt, Gegenprotest nun alle teilen! 17 UHR | Berlin Alt-Blankenburg 12 Nähe S-Bhf. Blankenburg zeitzuhandeln.org","17 UHR | Berlin
Alt-Blankenburg 12
Nähe S-Bhf. Blankenburg"
0207.jpg,skewed,Frankfurt bleibt bunt! Schöner ohne AfD! 16. August - ab 15:30 Uhr Nähe Marktplatz Gegenkundgebung mit Kultur,@mukßwﬂ* bloﬁbﬁ E9@lil*l
0208.jpg,simple,"ELSÄSSER, HALTS MAUL! Sa 13.7.24 Demo gegen das Compact Magazin Startpunkt 15:00 Uhr Falkensee Bahnhof gemeinsame Anreise: 14:05 Ostkreuz Gl. 2 mit Musik von Paul Geigerzähler V.I.S.D.P Otto Roth, Lilienstraße 161, 14612 Falkensee","ELSÄSSER, Sa_13.7.24
HALTS MAUL!

‚ Compact Magazin
S

Startpunkt 15:00 Uhr
Falkensee Bahnhof

gemeinsame Anreise:
14:05 Ostkreuz Gl. 2

mit Musik- von

Paul Geigerzähler
P

4O

V.I.S.D.P Otto Roth, Lilienstraße 161# 14612 Falkensee"
0209.jpg,skewed,"INFOS: Mach Dich schlau & dann mach mit widersetzen.com AfD Parteitag verhindern 28. – 30. Juni 2024 in Essen Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen Mit dem Bus nach Essen! Gemeinsam widersetzen","widersetzen.com

INFOS:
Mach Dich
schlau & dann
mach mit

>

AfD Parteita
verhinden%

Mit dem Bus
nach Essen!

Gemeinsam
widersetzen

28. - 30. Juni 2024 in Essen

Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum
Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen"
0210.jpg,fancy,SUBCULTURE AGAINST PATRIARCHY! DEMO  08.03.2024 14:00–20:00 START: STRALAUER PLATZ (OSTBAHNHOF) + AFTERPARTY,"lnouznm%
START: STRALAUER PLAT
__(OSTBAHNHOF)"
0211.jpg,fancy,"Sonntag, 16 Uhr BUNDESTAG 21.01.24 16:00 BUNDESTAG ZUSAMMEN GEGEN RECHTS wir bleiben präsent",
