file_name,category,ground_truth,ocr_tesseract,similarity,normalized_ocr_tesseract,similarity02,char_accuracy02,char_accuracy,word_accuracy,word_accuracy02
0100.jpg,photo,FAMILIEN-FLOHMARKT in der Paul-Schneider-Grundschule 25.05.24 10 - 14 Uhr,,0.0,,0.0,0.0,0.0,0.0,0.0
0101.jpg,photo,"Freitag, den 28. Mai 2021 um 17 Uhr Stolpersteinverlegung in Alt-Hohenschönhausen Suermondtstraße 46, 13053 Berlin Blume Luise Albers, geb. Chassin, geb. am 22.12.1878 in Smolensk Musikalische Begleitung: Johann-Vincent Slawinski Blume Luise Albers war mit dem deutschen Beamten Steuersekretär Oskar Albers verheiratet. Die Eheschließung erfolgte am 22.12.1913 in Windhuk (Deutsch-Südwest-Afrika) im Standesamt Windhuk mit der Nr. 63. Das Paar lebte in Hohenschönhausen in der Suermondtstraße 46 vorn parterre. Laut Berliner Adressbuch ist der Straßenbezug noch 1927 als Baustelle eingetragen. Suermondt war Mitbegründer der Grunderwerbs- und Baugesellschaft in Hohenschönhausen, welche die Häuser bauen ließ und auch Eigentümer war. Mit der Fertigstellung der Wohnungen bezog das Ehepaar Albers ihre Wohnung im parterre. Die Wohnung bestand aus zwei Stuben und einer Küche. Blume Albers war Hausfrau. Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wohnung laut Urkunde an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 im Berliner Adressbuch als Mieterin eingetragen ist. Blume Albers musste Zwangsarbeit leisten in den Pankower Heilanstalten. Am 10. September 1943 wurde Blume Luise Albers mit dem 96. Alterstransport von dem Sammellager Große Hamburger Straße 26 nach Theresienstadt deportiert. Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Auschwitz deportiert und dort ermordet.","Suermondtstra|

geb. am 22.12.1878 in Smolensk

Musikalische ng: Johann-Vincent Slawinski

Blume Luise Albers

deutschen Beamten Steu-
ersekretär Oska

ratet. Die Eheschließung
913 in Windhuk (Deutsch-Südwest-Afrika)
indhuk mit der Nr. 63

Das Paar lebte in Hohenschönhausen in der Suermondts

vorn parterre. Laut Berliner Adressbuch ist der Stra
nzug noch 1927 als Baustelle eingetragen.
‚ermondt war Mitbegründer der Grunderwerbs- und

schaft in Hohenschönhausen, welche die Häus

ıch Eigentümer war. Mit der Fertig: n
hnung im parterre, Die Wohnung bestand aus zwei Stuben und
rer Küche. Blume Albers war Hausfrau,

Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wöhnung laut Urkunde

an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 Im Berliner Adressbuck
Mieterin eingetragen is en

Blume Albers mı wangsarbeit leisten in den Pankower Heimst

Am 10.September 1943 wurde Blume Luise Albers mit dem 96 Allerstransport von dem

Sammellager Große Hambürger Straße 26 nach Theresienstadt d6POrtiert

Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Ausch-

vitz deportiert und dort ermordet.

7in HT-BLICKE 7 w}
UE N —— C®",0.0,"Suermondtstra| geb. am 22.12.1878 in Smolensk Musikalische ng: Johann-Vincent Slawinski Blume Luise Albers deutschen Beamten Steu- ersekretär Oska ratet. Die Eheschließung 913 in Windhuk (Deutsch-Südwest-Afrika) indhuk mit der Nr. 63 Das Paar lebte in Hohenschönhausen in der Suermondts vorn parterre. Laut Berliner Adressbuch ist der Stra nzug noch 1927 als Baustelle eingetragen. ‚ermondt war Mitbegründer der Grunderwerbs- und schaft in Hohenschönhausen, welche die Häus ıch Eigentümer war. Mit der Fertig: n hnung im parterre, Die Wohnung bestand aus zwei Stuben und rer Küche. Blume Albers war Hausfrau, Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wöhnung laut Urkunde an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 Im Berliner Adressbuck Mieterin eingetragen is en Blume Albers mı wangsarbeit leisten in den Pankower Heimst Am 10.September 1943 wurde Blume Luise Albers mit dem 96 Allerstransport von dem Sammellager Große Hambürger Straße 26 nach Theresienstadt d6POrtiert Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Ausch- vitz deportiert und dort ermordet. 7in HT-BLICKE 7 w} UE N —— C®",0.0,0.7416434540389972,0.7214484679665738,0.005,0.005
0103.jpg,photo,RAUS AUS DER DOSE! 17.05.2020 14–18 Uhr Mariannenplatz Der Rückzug ins Digitale ist keine Alternative! Deine Meinung ist relevant! Kunst ist relevant! Zeigt Eure Künste! Erhebt Eure Stimme! Das Mikrofon steht Euren Reden und Darbietungen offen www.aktion-eigensinn.net,"RAUS AUS DER DOSE!

17.05.2020 14-18 Uhr
Mariannenplatz

Der Rückzug ins Digitale ist keine
Alternative!
. Deine Meinung ist relevant!
> Kunst ist relevant!

Zeigt Eure Künste!
Erhebt Eure Stimme!

Das Mikrofon stel

Euren Reden
Darbietungen offen

www.aktion-€",0.0,RAUS AUS DER DOSE! 17.05.2020 14-18 Uhr Mariannenplatz Der Rückzug ins Digitale ist keine Alternative! . Deine Meinung ist relevant! > Kunst ist relevant! Zeigt Eure Künste! Erhebt Eure Stimme! Das Mikrofon stel Euren Reden Darbietungen offen www.aktion-€,0.0,0.9104477611940298,0.8544776119402985,0.3783783783783784,0.3783783783783784
0104.jpg,photo,Kiezklub Rathaus Johannisthal Sterndamm 102 WEIHNACHTSBAZAR 3. Dez. 14–19 Uhr Draußen: Glühwein und Gegrilltes Feuertonne und Stockbrot weihnachtliche Livemusik Stände mit interessanten Dingen Drinnen: Bastelstraße Kindertheater aus dem Koffer Filzen,kiezk' u|g*:luu..!ollnnnlctlnl'tundamnl„,0.0,kiezk' u|g*:luu..!ollnnnlctlnl'tundamnl„,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0
0106.jpg,photo,"KEINE QUERFRONT AUF DEM ROSA-LUXEMBURG-PLATZ! ""NICHT OHNE UNS""? – OHNE UNS! Seit nunmehr vier Wochen demonstrieren Neurechte, Verschwörungsideolog*innen und Teile der rechtsradikalen und völkischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygienedemo“, organisiert von der „Kommunikationsstelle Demokratischer Widerstand“, deren Initiatoren sich in einem Interview vor dem Reichstag mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifaschistischen, anarcha-queer-feministischen Menschen zur Verteidigung des Rosa-Luxemburg-Platzes und der Volksbühne auf. Kreativer Kontaktloser Gegenprotest: vor dem Karl Liebknecht Haus um 15 Uhr jeden Samstag und am 1. Mai seid kreativ laut und bunt! Kein Platz für Nazis! #antifaarea V.i.S.d.P.: Karla Krawall, Rosa-Luxemburg Platz 1, 1312 Berlin","KEINE QUERFRONT AUF DEM KOSA-LUXEMBURG-PLATZI

Seit nunmehr vier Wochen demonstrieren Neurechte,
Verschwörungsideolog*innen und Teile der rechtsradikalen und völ-
kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygie-
nedemo“, organisiert von der „Kommunikationsstelle Demokratischer Wi-
derstand“;-deren Initiatoren sich in einem Interview vor dem Reichstag
mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifa-
schistischen, anarcha-queer-feministischen Menschen zur.Verteidigung
des Rosa-Luxemburg-Platzes und der Volksbühne auf.

| Kreativer Kontaktloser Gegenprotest:
vor dem
Karl Liebknecht Haus

jeden Samstag
und am 1.Mai

seid kreativ Iaut und bunt!",0.0,"KEINE QUERFRONT AUF DEM KOSA-LUXEMBURG-PLATZI Seit nunmehr vier Wochen demonstrieren Neurechte, Verschwörungsideolog*innen und Teile der rechtsradikalen und völ- kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygie- nedemo“, organisiert von der „Kommunikationsstelle Demokratischer Wi- derstand“;-deren Initiatoren sich in einem Interview vor dem Reichstag mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifa- schistischen, anarcha-queer-feministischen Menschen zur.Verteidigung des Rosa-Luxemburg-Platzes und der Volksbühne auf. | Kreativer Kontaktloser Gegenprotest: vor dem Karl Liebknecht Haus jeden Samstag und am 1.Mai seid kreativ Iaut und bunt!",0.0,0.8118081180811808,0.7982779827798279,0.04950495049504951,0.04950495049504951
0108.jpg,photo,VOLKSBÜHNE Jazzanova The Pool Record Release Konzert 30.06.18 Rosa- Luxemburg- Platz,"VOL

Zz};SBUHNE
KOnZert
30.06.18
Rosa-
Luxemburg-
Platz",0.0,VOL Zz};SBUHNE KOnZert 30.06.18 Rosa- Luxemburg- Platz,0.0,0.5119047619047619,0.44047619047619047,0.0,0.0
0110.jpg,photo,CLUBS. STADT. KLIMAKRIZE. A100 WEGBASSEN! 2.9. 14°°–22°° MARKGRAFENDAMM,"ECBAS 9ENI

NARKGRAFENDAMN",0.0,ECBAS 9ENI NARKGRAFENDAMN,0.0,0.2676056338028169,0.2535211267605634,0.0,0.0
0111.jpg,photo,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) und anschl. Kinodokumentation When we were Kings (1997) Mo., 25. Nov., 19 Uhr //:about blank, Markgrafendamm 24c, 10245 Berlin www.helle-panke.de Helle Panke ROSA LUXEMBURG STIFTUNG","50 JAHRE
RI pUMBLE IN THE JUNGLE

\ Podium:
/ _ Martin Krauß (Sportjournalist taz)
( — — Dr. Michela Wrong (britische Journalistin)
bian Kunow (Moderation)
nschl.
okumentation When we were Kings (1997)

Nov., 19 Uhr

»fendamm 24c, 10245 Berli",0.0,"50 JAHRE RI pUMBLE IN THE JUNGLE \ Podium: / _ Martin Krauß (Sportjournalist taz) ( — — Dr. Michela Wrong (britische Journalistin) bian Kunow (Moderation) nschl. okumentation When we were Kings (1997) Nov., 19 Uhr »fendamm 24c, 10245 Berli",0.0,0.6439628482972136,0.6222910216718267,0.045454545454545456,0.045454545454545456
0112.jpg,photo,"HAUPTSACHE ES KNALLT? NO FUTURE NO DANCEFLOOR. RAVE AUFSTAND ZUM GLOBAL STRIKE. FREITAG, 20.09.19 | 15:00 UHR BERLIN MITTE & ÜBERALL 12:00 UHR FRIDAYS FOR FUTURE RECLAIM CLUB CULTURE","/ [ a

/ NO DA
ZUM GL

UuM

FREITAG, 20.09.19 |_15:00 UHR
S BERLIN MITTE & ÜBERALL

12:00 UHR FRIDAYS FOR FUTURE RECLAIM",0.0,"/ [ a / NO DA ZUM GL UuM FREITAG, 20.09.19 |_15:00 UHR S BERLIN MITTE & ÜBERALL 12:00 UHR FRIDAYS FOR FUTURE RECLAIM",0.0,0.5714285714285714,0.5384615384615384,0.0,0.0
0113.jpg,photo,9. MAI 79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND NIE WIEDER FASCHISMUS! NIE WIEDER KRIEG! DEMONSTRATION / BERLIN 17:30 / S&U-BHF. FRIEDRICHSTR. BEFREIUNG.UND.WIDERSTAND INSTAGRAM: BEFREIUNG.UND.WIDERSTAND,"E WIEDER FASCHISM} JS
NIE WIED R KRIEG! A

MONSIET DEMONSTRATION / BERLIN
ERUI | \

’ ® &$g=\‘/.gklinklß\\sm /

s @ D m
f 173 ‚6 UNDWIDERST a

‘W @ BEFREIUMG

rm WNNERSTAND",0.0,E WIEDER FASCHISM} JS NIE WIED R KRIEG! A MONSIET DEMONSTRATION / BERLIN ERUI | \ ’ ® &$g=\‘/.gklinklß\\sm / s @ D m f 173 ‚6 UNDWIDERST a ‘W @ BEFREIUMG rm WNNERSTAND,0.0,0.34134615384615385,0.3173076923076923,0.0,0.0
0114.jpg,photo,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK @keinrammstein_berlin STOMP THE PATRIARCHY,"DA

-PLATZ

HEUSS
OLYMPIASTADION + MUSIK

SA. 15. JULI - 14:30 UHR THEODOR-
CA. 16:00 UHR

.
Y",0.0,DA -PLATZ HEUSS OLYMPIASTADION + MUSIK SA. 15. JULI - 14:30 UHR THEODOR- CA. 16:00 UHR . Y,0.0,0.3264248704663213,0.2901554404145078,0.0,0.0
0115.jpg,simple,save blank? blank safe! soliparty gegen das klima der angst 16.11.2024 ab 20 Uhr ://about blank I ://,"save blank? blank safe! 16.11.2024 ab 20 Uhr
soliparty gegen das klima der angst :llabout blank",0.0,save blank? blank safe! 16.11.2024 ab 20 Uhr soliparty gegen das klima der angst :llabout blank,0.0,0.504950495049505,0.504950495049505,0.2777777777777778,0.2777777777777778
0116.jpg,simple,"AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge | Meditation LiveStream https://netzwerk-demokratie.org Familienfreundlich, mit Kinderbereich SAMSTAG 08.08.20 | 12:30–18 Uhr Günther-Klotz Anlage in Karlsruhe Stay Free! Karlsruhe Peace & Love Ettlinger Friedens Gruppe Selber denken, statt denken lassen NETZWERK DEMOKRATIE e.V. QUERDENKEN 721 – Karlsruhe","AKTIONSBÜNDNIS

KARLSRUHE

DEMOKRATIE neu denken!

Verschiedene Rede- & Musikbeiträge | Meditation

LiveStream
emokratie.org

https://netzwerk-d",0.0,AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge | Meditation LiveStream emokratie.org https://netzwerk-d,0.0,0.3393316195372751,0.31362467866323906,0.2608695652173913,0.2608695652173913
0117.jpg,simple,"Bündnis gegen Verdrängung und #Mietenwahnsinn www.mietenwahnsinn.info DIE MIETE IST ZU HOCH! Demo, Samstag 01. Juni 2024 14:00 Uhr Potsdamer Platz","‚ Bündnis gegen Verdrängung und _s:—=

N#MIBIBIIW£IhIISIIIII *
tenw ahnsinn.info |£ ;
@ —
u 8 '
aM

' z>EH

Den Sams?‘ääüi Juni ‚2024
""” ) Uhr Pntsdamerliä",0.0,"‚ Bündnis gegen Verdrängung und _s:—= N#MIBIBIIW£IhIISIIIII * tenw ahnsinn.info |£ ; @ — u 8 ' aM ' z>EH Den Sams?‘ääüi Juni ‚2024 ""” ) Uhr Pntsdamerliä",0.0,0.5,0.4657534246575342,0.0,0.0
0118.jpeg,simple,"Willkommenscafé Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! Rote Lilly, Emser Str. 114, Neukölln Jeden letzten Mittwoch im Monat 19–21 Uhr","Willkommenscuf 8

Wir _ laden _ alle von Rassismus betroffenen &
migrantischen _ Menschen zum _gegenseitigen „
Kennenlernen in unser Willkommenscafe ein!

eAN
G O
S >
‘3

€R L\e",0.0,Willkommenscuf 8 Wir _ laden _ alle von Rassismus betroffenen & migrantischen _ Menschen zum _gegenseitigen „ Kennenlernen in unser Willkommenscafe ein! eAN G O S > ‘3 €R L\e,0.0,0.4493670886075949,0.42405063291139244,0.0,0.0
0119.jpeg,simple,"HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN","HÄNDE WEG VON UNSEREM LAND!

PALASTINA
STEHT
NICHT ZUM
VERKAUF

LAUFDEMONSTRATION FÜR PALÄSTINA
SAMSTAG, 01.03. UM 13 UHR

U-BAHN & S-BAHN ZOOLOGISCHER
GARTEN, BERLIN",0.0,"HÄNDE WEG VON UNSEREM LAND! PALASTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN",0.0,0.9938650306748467,0.9263803680981595,0.9583333333333334,0.9583333333333334
0120.jpg,simple,Wahlkampf-Veranstaltung STADTHALLE LEONBERG Römerstraße 110 | 71229 Leonberg 22.01. BEGINN 19 UHR | EINLASS 18 UHR LARS HAISE MARKUS FROHNMAIER TINO CHRUPALLA EMIL SÄNZE DIANA ZIMMER DEUTSCHLAND ZUERST! AfD Landesverband Baden-Württemberg,"Wahlkampf-Veranstaltung
STADTHALLE LEONBERG - semeorenuss en

Römerstraße 110 | 71229 Leonberg

/""4' e

} TINO
RS W |MARKUS mun CHRUPALLA gMIL DIANA
HAISE 'FROHNMAIER1 A SÄNZE ZIMMER

DEUTSCHLAND ZUERST!
— AfD

m  Württemban 1g",0.0,"Wahlkampf-Veranstaltung STADTHALLE LEONBERG - semeorenuss en Römerstraße 110 | 71229 Leonberg /""4' e } TINO RS W |MARKUS mun CHRUPALLA gMIL DIANA HAISE 'FROHNMAIER1 A SÄNZE ZIMMER DEUTSCHLAND ZUERST! — AfD m Württemban 1g",0.0,0.5336134453781513,0.4957983193277311,0.0967741935483871,0.0967741935483871
0121.jpg,simple,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt. Auguste-Viktoria-Allee 99  //  13403 Berlin,"p } x
Zeit für Fans A 3 S }

05.12.2024 ; #

Auguste-Viktoria-Allee 99 // 13403 Berlin
; s

N
I
BN",0.0,p } x Zeit für Fans A 3 S } 05.12.2024 ; # Auguste-Viktoria-Allee 99 // 13403 Berlin ; s N I BN,0.0,0.34328358208955223,0.31343283582089554,0.0,0.0
0122.jpg,simple,"25. APRIL, 2023 20.00 UHR OMAS ON STAGE PERFORMANCES, LIEDER, GEDICHTE... IM CAFÉ KORB Brandstätte 9, 1010 Wien Reservierung erforderlich: jenny@happybusiness.at Omas-on-Stage ist eine Theatergruppe innerhalb der Aktivistinnengruppe OMAS GEGEN RECHTS. In den letzten 3 Jahren sind wir bei zahlreichen Interventionen und Straßentheater, sowie beim Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen– professionellen Schauspielerinnen und Laiendarstellerinnen. Durch unsere Aktionen beleuchten wir auch die Rolle, die ältere Frauen im politischen Geschehen und in der Gesellschaft spielen und können. Immer auch mit Humor und Ironie! FREIE SPENDE","29. APRIL, 20223 OMAS
20.00 UHR ﬁ'ﬂ
ISTAGE|

PERF[]RMANGES
LIEDER, GEDICHTE.

Omes-on-Stage ist eine Theatergruppe innerhalb

IV der Aktivistinnengruppe OMAS GEGEN RECHTS.

| In den letzen 3 Jahren sind wir bei zahl

n Interventionen und Strassentheater, sowie beim
r Wiener Kultursommer, Demonstrationen und
Frauenveranstaltungen aufgetreten.

Omas-On-Stage besteht aus 12 Frauen- professionellen

® Schauspielerinnen und Laiendarstellerinnen. Durch
Hegn unsere Aktionen beleuchten wir auch die Rolle,
die älterer Frauen im politischen Geschehen und

in der Gesellschaft spielen können.

Immer auch mit Humor und Ironie!
FREIE SPENDE",0.0,"29. APRIL, 20223 OMAS 20.00 UHR ﬁ'ﬂ ISTAGE| PERF[]RMANGES LIEDER, GEDICHTE. Omes-on-Stage ist eine Theatergruppe innerhalb IV der Aktivistinnengruppe OMAS GEGEN RECHTS. | In den letzen 3 Jahren sind wir bei zahl n Interventionen und Strassentheater, sowie beim r Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen- professionellen ® Schauspielerinnen und Laiendarstellerinnen. Durch Hegn unsere Aktionen beleuchten wir auch die Rolle, die älterer Frauen im politischen Geschehen und in der Gesellschaft spielen können. Immer auch mit Humor und Ironie! FREIE SPENDE",0.0,0.8028368794326242,0.7787234042553192,0.02247191011235955,0.02247191011235955
0123.jpg,simple,"SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr","SOLIDARITÄTSDEMO

FÜR DIE UKRAINE

Samstag, 5. März 2022

Platz der Menschenrechte, Wien
15 bis 17 Uhr",0.0,"SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr",0.0,1.0,0.9292929292929293,1.0,1.0
0124.jpg,simple,#SAVE BRAIN CITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin,"Wissenschaft
sichert die Zukunft Berlins

19.12.2024

KUNDGEBUNG

8:30 Uhr vor dem Abgeordnetenhaus Berlin",0.0,Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin,0.0,0.8583333333333334,0.8,0.0,0.0
0127.jpeg,simple,"Solidarischer Stammtisch Thema: Unser Verständnis vom Patriarchat und unser Umgang damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205","TI

Thema: Unser Verständnis vom ‘l

Diskussion und gemeinsames Essen
am Dienstag, 4. März ab 19:00 Uhr
im “Maggie” Frankfurter Allee 205",0.0,"TI Thema: Unser Verständnis vom ‘l Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205",0.0,0.6931216931216931,0.671957671957672,0.037037037037037035,0.037037037037037035
0128.jpg,simple,Transferale Das Wissenschafts- Festival für Klima und Gesundheit Zukunft im Stadtumdrehen 25.09. — 27.09.2024 im Kulturquartier silent green Zukunft findet Stadt Das Hochschulnetzwerk für ein resilientes Berlin,"W Ia . 3
Transferale/ «

\ Y Zukunft im
— Stadtumdrehen

25.09. —
27.09.2024
im Kulturquartier
silent green",0.0,W Ia . 3 Transferale/ « \ Y Zukunft im — Stadtumdrehen 25.09. — 27.09.2024 im Kulturquartier silent green,0.0,0.4095238095238095,0.38095238095238093,0.07407407407407407,0.07407407407407407
0129.jpg,simple,#BerlinIstKultur DEMO GEGEN DIE KÜRZUNGEN IM KULTURBEREICH! VOLKS BÜHNE AM ROSA-LUXEMBURG-PLATZ 13.11. 10:00 Brandenburger Tor Platz des 18. März,"#BerlinistKultur

GEGEN DIE KÜRZUNGEN IM KULTURBEREICH!

13.11. Brandenburger Tor

10:00 Platz des 18. März",0.0,#BerlinistKultur GEGEN DIE KÜRZUNGEN IM KULTURBEREICH! 13.11. Brandenburger Tor 10:00 Platz des 18. März,0.0,0.6275862068965516,0.6068965517241379,0.0,0.0
0130.jpg,simple,NOCH MALL ALLES AUSSER NEU repami Netzwerk Qualitätsreparatur Reparaturtag in der NochMall 19. Oktober 2024 14–18 Uhr Save the date!,"Netzwerk l Qualitätsreparatur
ES AUSSER NEU

Reparaturtag

in der NochMall
19. Oktober 2024

14-18 Uhr .

o m OS&",0.0,Netzwerk l Qualitätsreparatur ES AUSSER NEU Reparaturtag in der NochMall 19. Oktober 2024 14-18 Uhr . o m OS&,0.0,0.5227272727272727,0.4772727272727273,0.0,0.0
0131.jpeg,simple,"GENOCIDE STARTS HERE! KUNDGEBUNG MI, 05.03.2025 12:00 UHR ECKE TAUENTZIENSTR./ MARBURGER STR., 10789 BERLIN GRIEVING DOVES JÜDISCHE STIMME STOP ARMING ISRAEL KEINE WAFFEN FÜR ISRAEL SHUT ELBIT DOWN","\GEN[ICII]E STARTS HERE!

MI, 05.03.2025
12:00 UHR
ECKE TAUENTZIENSTR./
MARBURGER STR., 10789
BERLIN

‚” GRIENG DOVES
E

P
IIIII
öl

WAFFEN",0.0,"\GEN[ICII]E STARTS HERE! MI, 05.03.2025 12:00 UHR ECKE TAUENTZIENSTR./ MARBURGER STR., 10789 BERLIN ‚” GRIENG DOVES E P IIIII öl WAFFEN",0.0,0.5888324873096447,0.532994923857868,0.10714285714285714,0.10714285714285714
0132.jpg,simple,DIE CDU IST KEIN GRUND ZUM FEIERN. SOS ANTIFA 23. FEBRUAR · 18 UHR KONRAD ADENAUER HAUS Sea-Watch.org,"DIE CDU IST KEIN GRUND ZUM FEIERN.

23. FEBRUAR :18 UHR
KONRAD ADENAUER HAUS

Sa

n
Sea-Watch.org",0.0,DIE CDU IST KEIN GRUND ZUM FEIERN. 23. FEBRUAR :18 UHR KONRAD ADENAUER HAUS Sa n Sea-Watch.org,0.0,0.8217821782178218,0.7722772277227723,0.3888888888888889,0.3888888888888889
0133.jpg,simple,"KUNDGEBUNG MIT DR. WEBER SAMSTAG 05.09.2020, 14:30 MARBURG ERWIN-PISCATOR-HAUS ÄRZTE FÜR AUFKLÄRUNG","KUNDGEBUNG MIT DR. WEBER
SAMSTAG 05.09.2020,14:30

ERWIN-PISCATUH-HAUS
ÄRZTE FÜR AUFKLÄRUNG \",0.0,"KUNDGEBUNG MIT DR. WEBER SAMSTAG 05.09.2020,14:30 ERWIN-PISCATUH-HAUS ÄRZTE FÜR AUFKLÄRUNG \",0.0,0.8686868686868687,0.8383838383838383,0.4166666666666667,0.4166666666666667
0134.jpg,simple,"Antifaschistische Kundgebung GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit","Antifaschistische Kundgebung
GEGEN DIE INSTRUMENTALISIERUNG
DES ERINNERNS

Montag, 27.05.24
18 Uhr

Mahnmal
Levetzowstraße

Berlin-Moabit

© N",0.0,"Antifaschistische Kundgebung GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit © N",0.0,0.9701492537313433,0.8880597014925373,1.0,1.0
0135.jpg,simple,"Einfache Sprache Kommt zur Demo am 8. März! Wo? S+U Schönhauser Allee Wann? 8. März 2025, 13:00 Uhr Für Feminismus ohne Grenzen! FEMINISM UNLIMITED","Y )

Kı
Kommt zur Demo am 8. März!i
? Wo? S+U Schönhauser Allee””
” Wann? 8 März 2025, 13:00 Uhr/ v",0.0,"Y ) Kı Kommt zur Demo am 8. März!i ? Wo? S+U Schönhauser Allee”” ” Wann? 8 März 2025, 13:00 Uhr/ v",0.0,0.5238095238095238,0.5170068027210885,0.0,0.0
0136.jpg,simple,GEGEN JEDE NAZI PROPAGANDA! MARTIN SELLNER VON DER STRASSE FEGEN! HEUTE! ★ 27.02. ★ 18:15 UHR Kundgebung an der “Grünen Lampe” Uhlandstraße 51 Widersetzen Berlin,"GEGEN JEDE
NAZI PROPAGANDA !

MARTIN SELLNER VON DER
@ STRASSE FEGEN!
w —

K3

HEUTE! %* 27.02. * 18:15 UHR
Kundgebung an der “Grünen Lampe”
Uhlandstraße 51

Widersetzen Berlin",0.0,GEGEN JEDE NAZI PROPAGANDA ! MARTIN SELLNER VON DER @ STRASSE FEGEN! w — K3 HEUTE! %* 27.02. * 18:15 UHR Kundgebung an der “Grünen Lampe” Uhlandstraße 51 Widersetzen Berlin,0.0,0.9192546583850931,0.8633540372670807,0.12,0.12
0137.jpg,simple,"Omas-on-Stage beim Kultursommer Politischer Aktivismus mit Kunst Samstag, 9. Juli 2022, 18.30 Mortarapark, 1200 Wien Sonntag, 10. Juli 2022, 18.30 Muthsamgasse, 1140 Wien FREIER EINTRITT","Pohtuscher Akt|Vlsmus mit Kunst

Samstag, 9. Juli 2022, 18.30
Mortarapark, 1200 Wien

Sonntag, 10. Juli 2022, 18.30 FREIER EINTRITT
Muthsamgasse, 1140 Wien",0.0,"Pohtuscher Akt|Vlsmus mit Kunst Samstag, 9. Juli 2022, 18.30 Mortarapark, 1200 Wien Sonntag, 10. Juli 2022, 18.30 FREIER EINTRITT Muthsamgasse, 1140 Wien",0.0,0.6236559139784946,0.5967741935483871,0.0,0.0
