image,groundtruth_text,ocr_text,CER,WER
0108.jpg,VOLKSBÜHNE Jazzanova The Pool Record Release Konzert 30.06.18 Rosa- Luxemburg- Platz,30.06.18 Rosa- Luxemburg- Platz VOLKSBÜHNE Jazzanova The Pool Record Release Konzert WEM bouzcun o,0.6905,0.7273
0110.jpg,CLUBS. STADT. KLIMAKRIZE. A100 WEGBASSEN! 2.9. 14°°–22°° MARKGRAFENDAMM,CLUBS STADT. KLIMAKRISE_ A1gg WECBASSEN! 29.1f*22 MARKCRAFENDAMM YRL 43 4,0.338,1.125
0111.jpg,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) und anschl. Kinodokumentation When we were Kings (1997) Mo., 25. Nov., 19 Uhr //:about blank, Markgrafendamm 24c, 10245 Berlin www.helle-panke.de Helle Panke ROSA LUXEMBURG STIFTUNG","50 JAHRE RUMBLE IN THE JUNGLE Podium: Marcin Krauß (Sportjournalist taz) Dra Michela Wrong (britische Journalistin) (Moderation) und anschl. Kinodokumentation When we were Kings (1997) Helle Papke WWW helle-panke de RI Fabian Kunow Mo., 25. Nov  19 Uhr Il:about blank, Markgrafendamm 24c, 10245 Berlin Helle Panke 7 WWW helle-panke de DL RI   RUMBLE IN THE JUNGLE Rosa Fabian Kunow on Il:about blank, Markgrafendamm 24c, 10245 Berlin Dr  Kinodokumentation When we were Kings Mo. 25 Il:about blank, Markgrafendamm 24c, 10246 1",0.8142,1.1136
0112.jpg,"HAUPTSACHE ES KNALLT? NO FUTURE NO DANCEFLOOR. RAVE AUFSTAND ZUM GLOBAL STRIKE. FREITAG, 20.09.19 | 15:00 UHR BERLIN MITTE & ÜBERALL 12:00 UHR FRIDAYS FOR FUTURE RECLAIM CLUB CULTURE","ua HAUPTSACHE ES KMALLT? 6H Uhe Ung NO FUTURE NO DAMCEFLOOR, FREITAG 20.09,19 UHR BERLIM MTTE & ÜBERAEL 15.00 ICKERN | GEN SISMUS  ISMus wakinglife BERLIN MITTE &  UHR FRIDAYS FoR FUTURE 12.00",0.6648,0.8621
0113.jpg,9. MAI 79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND NIE WIEDER FASCHISMUS! NIE WIEDER KRIEG! DEMONSTRATION / BERLIN 17:30 / S&U-BHF. FRIEDRICHSTR. BEFREIUNG.UND.WIDERSTAND INSTAGRAM: BEFREIUNG.UND.WIDERSTAND,"79 9 'BERLIN S8 WIEDER FASCHISMUS! WIEDER KRIEG! Oben SIEGES} NIE DEMONSTRATION 'BERLIN DEMONSTRATION , FRIEDRICHSTR. 17.30 ) widerstand 9 MAI 9.MA} 1 NIE NIE FASCHISMUS! KRIEG! NIE ) BEFREIUMG  S&U-BHF FR FRIEDRICHSTR UND infrstand WIe WIEDF 0 9. MAJ 0 E 9. MAK",0.9423,1.7083
0114.jpg,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK @keinrammstein_berlin STOPP THE RAPE CULTURE,Sk 2 IN Iyrasi? SA. 15.JULI 14.30 UHR THEODOR-HEUSS-PLATZ CA KA BE 4 < < < CA; 1600 UHR - OLYMPIASTADION MUSIK Cs} | M 2 @ 9 KRAN 2 4 OLYMPIASTADJON RAM @MP 6,0.6564,1.1333
0115.jpg,save blank? blank safe! soliparty gegen das klima der angst 16.11.2024 ab 20 Uhr ://about blank I ://,save blank? blank safe! soliparty gegen das klima der angst slabout blank 16.11.2024 ab 20 Uhr 1,0.3366,0.3333
0116.jpg,"AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge | Meditation LiveStream https://netzwerk-demokratie.org Familienfreundlich, mit Kinderbereich SAMSTAG 08.08.20 | 12:30–18 Uhr Günther-Klotz Anlage in Karlsruhe Stay Free! Karlsruhe Peace & Love Ettlinger Friedens Gruppe Selber denken, statt denken lassen NETZWERK DEMOKRATIE e.V. QUERDENKEN 721 – Karlsruhe",AKTIONSBÜNDNIS KARLSRUHE DEMOKRATIE neu denken! Verschiedene Rede- & Musikbeiträge Meditation LiveStream https:IInetzwerk-demokratie org SAMSTAG 08.08.20 | 12.30-18 Uhr Günther-Klotz in Karlsruhe Ettlinger Selber QUERDENKEN NETZWERK Gruppe Familien mit 'Anlage Stay Free! Peace lassen bereich Verschiedene Rede - Musikbeiträge Günther-Klotz Anlage 08.08.20 1230-18 Uhr,0.4961,0.6304
0117.jpg,"Bündnis gegen Verdrängung und #Mietenwahnsinn www.mietenwahnsinn.info DIE MIETE IST ZU HOCH! Demo, Samstag 01. Juni 2024 14:00 Uhr Potsdamer Platz",Büindnis gegen Verdrängung und 0o #Mietenwahnsinn  00 0 0 www.mietenwahnsinn.info DIE MIETE 00 0 ISTZU EHOCHI Deno) Samstag 01.Juni 2024 14-00 Uhr Potsdamer Platz HOCH! Samstag 01.Juni 2024 Demos 0 6 98,0.4384,1.05
0118.jpeg,"Willkommenscafé Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! Rote Lilly, Emser Str. 114, Neukölln Jeden letzten Mittwoch im Monat 19–21 Uhr","Wilkommenscafe WIr laden ellle~ VOn Rassismus beiroffenen migramischen ~ [enschen gegenseiligen _ Kennenlernen in unser [illkommenscofe ein] 1 unsere Arbeil Rote Lilly, Emser Str. 114, Neukolln Jeden letzten Mittwoch im Monat R L 19-21 Uhr 8 zuM Hier  bekommt ihr einen   Einblick in unsere  Arbeit und findet heraus,wie ihr mitarbeiten könnt! Rote Emser Str. 114, Neukölln Lilly, 6 RAN)",0.5759,0.9333
0119.jpeg,"HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN","HANDE WEG VON UNSEREM LAND! PALASTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN",0.0123,0.0833
0120.jpg,Wahlkampf-Veranstaltung STADTHALLE LEONBERG Römerstraße 110 | 71229 Leonberg 22.01. BEGINN 19 UHR | EINLASS 18 UHR LARS HAISE MARKUS FROHNMAIER TINO CHRUPALLA EMIL SÄNZE DIANA ZIMMER DEUTSCHLAND ZUERST! AfD Landesverband Baden-Württemberg,Wahlkampf-Veranstaltung 2201 STADTHALLE LEONBERG BEGINN 19 UHR | EINLASS 18 UHR Römerstraße 110 | 71229 Leonberg TINO LARS MARKUS CHRUPALLA EMIL DIANA FROHNMAIER SÄNZE ZIMMER DEUTSCHLAND ZUERST! AfD AfD Landesverband Baden HAISE 22 ALLE LEONBERG BECINN EONBERG,0.6092,0.8065
0121.jpg,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt. Auguste-Viktoria-Allee 99  //  13403 Berlin,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt_ Auguste-Viktoria-Allee 99 // 13403 Berlin Mach dein Foto mit den INi Und sicher dir den Adc Und sicher dir den Adver ,0.5821,0.85
0122.jpg,"25. APRIL, 2023 20.00 UHR OMAS ON STAGE PERFORMANCES, LIEDER, GEDICHTE... IM CAFÉ KORB Brandstätte 9, 1010 Wien Reservierung erforderlich: jenny@happybusiness.at Omas-on-Stage ist eine Theatergruppe innerhalb der Aktivistinnengruppe OMAS GEGEN RECHTS. In den letzten 3 Jahren sind wir bei zahlreichen Interventionen und Straßentheater, sowie beim Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen– professionellen Schauspielerinnen und Laiendarstellerinnen. Durch unsere Aktionen beleuchten wir auch die Rolle, die ältere Frauen im politischen Geschehen und in der Gesellschaft spielen und können. Immer auch mit Humor und Ironie! FREIE SPENDE","25.APRIL, 2023 OMAS 20.00 UHR ON STAGE PERFORMANCES, LIEDER, GEDICHTE. Theatergruppa innerhalb der Aklivistinnengruppe OMAS GEGEN RECHTS: CAFE Interventionen und Strassenthealer; sowie beim Kultursommer; Demonstralionen und KORB (Omas-On-Stage bestahf aus 12 Frauen- professionallen Brandstätte 9, unsere Akfionen beleuchlan wir auch die Rolle; FREIE SPENDE Wiener, ist @ine innerhalb IM Interventionen und Strassentheater sowie beim Omas-On-Stage bestaht ous 12 professionellen unsere in der Gesellschoft 'spielen können: Reservierung 1/ Immer auch mit Humor und Ironiel jenny@hoppybusiness at Frauen I/ Stoge' 22 In den letzen Omas-On die älterer Frauen im olitischen Geschahen und in der Gesellschaft spielen können boi , Rollar Fc a",0.6752,0.9551
0123.jpg,"SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr","SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5 _ März 2022 Platz der Menschenrechte; Wien 15 bis 17 Uhr Samstag, 5. März 2022 Platz der Menschenrechte , Wien",0.5758,0.75
0124.jpg,#SAVE BRAIN CITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin,#SAVE BRAIN CITY Wissenschaft sichert die Zukunft Berlins 1912.2024 KUNDGEBUNG 8.30 Uhr vor dem Abgeordnetenhaus Berlin,0.0167,0.125
0127.jpeg,"Solidarischer Stammtisch Thema: Unser Verständnis vom Patriarchat und unser Umgang damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205","Solidarischer Thema: Unser Verständnis vom Diskussion und gemeinsames Essen am Dienstag; 4 März ab 19.00 Uhr @aal im ""Maggie Frankfurter Allee 205 Stammtisch und unser Umgang damit am Patriarchat im ""Maggie"" Frankfurter Allee 205 Esseni ee 205 Urs: tändr und unser Umgang damit",0.9577,1.1852
0128.jpg,Transferale Das Wissenschafts- Festival für Klima und Gesundheit Zukunft im Stadtumdrehen 25.09. — 27.09.2024 im Kulturquartier silent green Zukunft findet Stadt Das Hochschulnetzwerk für ein resilientes Berlin,Transferale- Das Wissenschafis- Fesiival für Klima und Gesundheit Zukunft im Stadfumdrehen 25.09 27.09.2024 Zukunft im Kulfurquartier findet - silent green Stadt Das HHochschulnetzwerk für ein resilientes Berlin im Kulturquartier,0.2571,0.5556
0129.jpg,#BerlinIstKultur DEMO GEGEN DIE KÜRZUNGEN IM KULTURBEREICH! VOLKS BÜHNE AM ROSA-LUXEMBURG-PLATZ 13.11. 10:00 Brandenburger Tor Platz des 18. März,#Berlinlstkultur VOLKS 13.11 Brandenburger Tor 10.00 Platz des 18. Ilärz GEGEI DIE KÜRZUIGEI IMI KULTURBEREICH! BUHNE DENO 13.11.  Brandenburger Tor,0.7862,1.0526
0130.jpg,NOCH MALL ALLES AUSSER NEU repami Netzwerk Qualitätsreparatur Reparaturtag in der NochMall 19. Oktober 2024 14–18 Uhr Save the date!,repa _ Netzwerk Qualitätsreparatur Reparaturtag in der Nochlyall 19. Oktober 2024 14-18 Uhr NOCH MALL NEU AUSSER ALLES Save the date! a 30,0.4848,0.75
0131.jpeg,"GENOCIDE STARTS HERE! KUNDGEBUNG MI, 05.03.2025 12:00 UHR ECKE TAUENTZIENSTR./ MARBURGER STR., 10789 BERLIN GRIEVING DOVES JÜDISCHE STIMME STOP ARMING ISRAEL KEINE WAFFEN FÜR ISRAEL SHUT ELBIT DOWN","GENOCIDE STARTS HERE! MI, 05.03.2025 12:00 UhR ECKE TAUENTZIENSTR./ MARBURGER STR., 10789 BERLIN GRIEENG DOVES KEINENAFFEN DOWN KUNDGEBUNG MI, 05.03.2025 STOP ARMING SHUT ISRAEL 9i ECKE TAUENTZIENSTR./ KEINE ElxIT BENOCIDE STARTS MARBURGER STR 10789",0.5685,0.6429
0132.jpg,DIE CDU IST KEIN GRUND ZUM FEIERN. SOS ANTIFA 23. FEBRUAR · 18 UHR KONRAD ADENAUER HAUS Sea-Watch.org,DIE CDU IST KEIN GRUND ZUM FEIERN ANTIFA 23 FEBRUAR 8UHR KONRAD ADENAUERIHAUS Sea-Watch org SoS FEBRUAR .18 UHR 23. FEBRUAR 23. FEBRUAR .18 UHR,0.6337,0.9444
0133.jpg,"KUNDGEBUNG MIT DR. WEBER SAMSTAG 05.09.2020, 14:30 MARBURG ERWIN-PISCATOR-HAUS ÄRZTE FÜR AUFKLÄRUNG","KUNDGEBUNG DR. WEBER MARBURC] ARZTE FÜR AUFKLARUNG MIT SAMSTAG 05.09.2020, ERWIN-PISCATOR-HAUS 14.30 DR WEBER SaMSTAC 05.09.2020,14,30 05.09.2020,14.30 SAMSTAG",1.1111,1.1667
0134.jpg,"Antifaschistische Kundgebung GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit","Antifaschistische Kundgebung Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS WVI-BdA",0.7313,0.7857
0135.jpg,"Einfache Sprache Kommt zur Demo am 8. März! Wo? S+U Schönhauser Allee Wann? 8. März 2025, 13:00 Uhr Für Feminismus ohne Grenzen! FEMINISM UNLIMITED","Einfache Sprache Kommtzur Demoam& Mrzi Wo?S+USchönhauser Allee Für Feminismus' tohne Grenzeni FEMINISM Wann? 8.März 2025, 13O0 Uhr '",0.4762,0.7917
0136.jpg,GEGEN JEDE NAZI PROPAGANDA! MARTIN SELLNER VON DER STRASSE FEGEN! HEUTE! ★ 27.02. ★ 18:15 UHR Kundgebung an der “Grünen Lampe” Uhlandstraße 51 Widersetzen Berlin,"NAZIPR OPAGANDA ! MARTIN SELLNER VON DER STRASSE FEGENI HEUTE! 27.02. 18.15 UHR Kundgebung an der ""Grünen Lampe"" Uhlandstraße 51 Widersetzen Berlin GEGEN JEDE 66 Kundgebung an der 'Grünen Lampe""",0.4286,0.72
0137.jpg,"Omas-on-Stage beim Kultursommer Politischer Aktivismus mit Kunst Samstag, 9. Juli 2022, 18.30 Mortarapark, 1200 Wien Sonntag, 10. Juli 2022, 18.30 Muthsamgasse, 1140 Wien FREIER EINTRITT","Omas-on Stage beim Kultursommer Politischer Aktivismus mit Kunst Samstag; 9 Juli 2022, 18.30 Mortarapark; 1200 Wien Sonntag; 10. Juli 2022, 18.30 FREIER EINTRITT Muthsamgasse; 1140 Wien 'i TE Poltisc  stage",0.2204,0.52
0139.jpg,ZENTRUM KREUZBERG MEHR POLIZEI? NICHTS ZU FEIERN WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME! KUNDGEBUNG GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE 15.02. AB 9:00 KOTTBUSSER TOR WACHE AM KOTTI? NOT WELCOME,"MEHR POLIZEI? NICHTS ZU FEIERN KUNDGEBUNG 15-02 4B 9800 KOTTBUSSER TOR WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME! ZE WACHE AM KOTTI? NOT WELCOME BERE POl ""OLIZE sche Post Zi 15.02 AB 9:00 KOTTBUSSER TOR",0.6452,0.8065
0140.jpg,"Samstag, 03.02.2024 von 11–13.30 Uhr WORKSHOP Motion-Capture HTW in Schöneweide Wer? - Alle zwischen 7 & 17 Jahren * Vorkenntnisse sind nicht notwendig. Was mitbringen? - Laptop oder Tablet mit Kamera * Laptops können auch bei uns angefragt werden! JETZT KOSTENLOS ANMELDEN! https://pretix.eu/dojosw/",Samstag; 03.02.2024 von 11-13.30 Uhr WORKSHOP HTW in Schöneweide Wer? Alle zwischen 7 & 17 Jahren Vorkenntnisse sind nicht notwendig; Was mitbringen? Laptop oder Tablet mit Kamera 'Laptops konnen auch bei uns angefragt werden} JETZT KOSTENLOS ANMELDEN! https://pretix eu/dojosw/ Vorkenntnisse sind nicht notwendig: Was mitbringen?,0.27,0.4419
0142.jpeg,NAZIANGRIFFE NICHT UNBEANTWORTET LASSEN Demonstration nach Naziangriff auf Geflüchtetenunterkunft in Stahnsdorf - Solidarität mit den Betroffenen - 14.03.2025 Demo: 17:30 S Teltow Stadt Kundgebung: 19:00 Iserstraße Ecke Elbestraße,"MAZIANGRIFFENICHT UNBEANTWORTET LASSEN Demonstration nach Naziangriff auf Geflüchtetenunterkunft in Stahnsdorf Solidarität mit den Betroffenen 14.03.2025 Demo: 17.30 S Teltow Stadt Kundgebung 19,00 Iserstraße Ecke Elbestraße TKS 44 19.00 Iserstra Solidrität sChistische mit den Ber UNBEANTWC TLASSEN Demonstratio griff auf Geflüc Solid Ecke Elbestra",0.5826,0.8929
0143.jpg,"Ostkreuz nicht den Nazis überlassen! So, 14.07. 14:00 Uhr Ostkreuz","Ostkreuz nicht den Nazis überlassen! 14.07. 14.00 Uhr Ostkreuz 0 So, Aktion 015 k",0.3636,0.7
0145.jpg,A100 WEGBASSEN! SOLI-RAVE RAVE LIVE ACTS PANEL DISCUSSION 06.10.2023 20:00 - 10:00 MENSCH MEIER,[RECLAIM} [CULTURE] DENKEN WEGBASSEN} RAVE 06.10.2023 LIVE ACTS '20.00 '10.00 PANEL DISCUSSION MENSCH MEIER 2 A1OO,0.8632,0.9286
0146.jpg,THEMENTAG ://about blank Markgrafendamm 24c (Ostkreuz) 15.12.24 11:30– 19:30 Uhr Antisemitismus im Kultur– und Clubbetrieb Reflexionen ein Jahr nach dem 7. Okt. BILDUNG IN WIDERSPRUCH,THEMENTAG 15.12.24 slabout blank Markgrafendamm 24c (Ostkreuz) 19.30 Uhr Antisemitismus im Kultur - und Clubbetrieb Reflexionen ein Jahr nach dem 7. Okt. BILDUNG WIDERSPRUCH 11.30 - IN nach dem 7 Okt.,0.3279,0.56
0147.jpeg,"Input + Diskussion nach den Bundestagswahlen: Rassismus, Abschiebung und Gewalt - Wehren wir uns! 01.03. | 18:00 Uhr Komşukeller, Kottbusser Straße 4/5 ZORA",Input + Diskussion nach den Bundestagswahlen: Rassismus; Abschiebung und Gewalt Wehren wir unsl 0103. 18.00 Uhr Komsukeller; Kottbusser Straße 4/5 Input Diskussion nach den Bundestagswahlen: ZORA 4 =,0.3718,0.6087
0148.jpg,"1. September 2023 ▶ BUCHPREMIERE JUDENHASS UNDERGROUND Antisemitismus in emanzipatorischen Subkulturen und Bewegungen Ein Abend mit Nicholas Potter, Stefan Lauer, Rosa Jellinek, Leon Kahane, Konstantin Nowotny und Anastasia Tikhomirova DJ: Ori Raz (Motivo Positivo) 19 Uhr | ://about blank | freier Eintritt","1. September 2023 BUCHPREMIERE JUDENHASS UNDERGROUND Antisemitismus in emanzipatorischen Subkulturen und Bewegungen Ein Abend mit Nicholas Potter; Stefan Lauer; Rosa Jellinek; Leon Kahane, Konstantin Nowotny und Anastasia Tikhomirova DJ: Ori Raz (Motivo Positivo) 19 Uhr :labout blank freier Eintritt 1. 19 Uhr | :/labbout blank | flieler Eintritt Sepi",0.1792,0.3333
0149.jpg,"WIR BRAUCHEN DICH! 10.00 bis 12.00 UHR Demonstration für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG ZUR FREIHEIT SAMSTAG 11.7.2020 10 - 12 Uhr KÖNIGSPLATZ - MÜNCHEN Prof. Dr. Christoph Hueck Biochemiker, Impfstoffentwickler Markus Haintz Querdenken Initiative Ulm Rechtsanwalt Milorad Krstic Unternehmer und Buchautor rin99er Hip Hop - Rap | Lienz Levi Wegmann • DJ Tuncay celsius19","WIR BRAUCHEN DICH! ZUR FREIHEIT SAMSTAG 11 2020 10 12 Uhr KÖNIGSPLATZ MÜNCHEN Lieniz 1200 Demonstration für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG 11.7.2020 Prof.Dr: Christoph Hueck Markus Haintz Biochemiker, Impfstoffentwickler Querdenken Initiative Ulm Milorad Krstic ringger Unternehmer und Buchautor Hip Rap Levi Wegmann DJ Tuncay celsius1g bis Hop - 10.00 [ UkR DJ 10 - 12 Uhr Levi",0.6207,0.8491
0151.jpg,08·06·24 TANZ DEMO 15 Uhr am Frankfurter Tor Mehr Infos auf kollektiv-kirsch.de WEM GEHÖRT DIE STADT?,08*06-24 15 Uhr am Frankfurter Tor Mehr Infos auf kollektiv-kirsch de TADT? WEM,0.3069,0.5
0152.jpg,"Klimaschutz statt Autobahn! Laufdemo auf der A100! Sonntag, 21. April Start: 14 Uhr Auffahrt Tempelhofer Damm","Start 14 UlF Muflahrt Tempelholer Damm volksentscheid VCD PcwerShift :labout blank autafrei lebenslaute Landesverband Nordost e.V: NBERLIN GLUB exlinchlon Klimaschutz statt Autobahn! Laufdemo auf der A1OO! luls Sand im ev cluhliehe FutuR Sonntag, 21.April QO Eurgerinifiative Xukiosum 22 Bürgeri P",2.1009,2.125
0153.jpg,"GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS 12.03.1938 - 12.03.2025 NIE WIEDER IST JETZT! 12.03.2025, Albertinaplatz, 18:30 GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS mit Beiträgen von: Aaron Bezalel Haber Cornelius Obonya Dolores Bakos Jenny & Omas on Stage Ida Belaga León de Castillo Marina Hanke Maya Unger Monika Salzer Philipp Miksch Rihab Toumi Susanne Scholl Ursula Berner NIE WIEDER IST JETZT! 12.03.1938 - 12.03.2025","GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS 12.03.1938 12.03.2025 NIE WIEDER IST JETZT! 12.03.2025, Albertinaplatz;, 18.30 GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS mit Beiträgen von: Marina Hanke Aaron Bezalel Haber Cornelius Obonya Monika Salzer Dolores Bakos Miksch Jenny & Omas on Stage Rihab Toumi Ida Susanne Scholl Leon de Castillo Ursula Berner NIE WIEDER IST JETZT! 12.03.1938-12.03.2025 Maya Unger Philipp Belaga mit Beiträgen von: Maya Unger Cornelius Obonya Philipp Miksch Ida Belaga 12.038.2025, Albertinaplatz, 18.30 GEGEN KRG FAscHISMuS Jenny",0.5497,0.6154
0154.jpeg,LIVEKONZERT LIZ MELINE MEETS SNAILTAPE DIENSTAG 21.01.25 BEGINN 20:00 TONELLIS NEUMARKT 9  04109 LEIPZIG,LIVEKONZERT LIZ MELINE MEETS SNAILTAPE DIENSTAG 21.01.25 TONELLIS BEGINN 20:00 NEUMARKT 9 04109 LEIPZIG LIVEKO ZER N STAG 9 MELINE ME SNAILTA BEGINN ME 2 5 20.00 MARKT 9 ~Eipzig,0.8462,1.2857
0155.jpg,"FIRST SLAYSTANS SOLI PARTY 16/02 8PM ERREICHBAR, REICHENBERGER STR 63A","FIRST SLAYSTANS SoLI PARTY 16/02 8PM ERREICHBAR, REICHENBERGER STR SSA REICHENBERGER STR S3A ERREICHEAR REICHENBERGER STR S3A SGAYSIANS @LI",1.0143,1.1
0156.jpeg,"SOLI FLOHMARKT 10–18 UHR 1. MÄRZ Wo: Zielona Gora, Grünbergerstr. 73 BERLINER OBDACHLOSENHILFE e.V. Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen",FlohMaRKT GGrunbergerser 78 SOLI 10 -18UHR 1 MÄrz Alle Spenden OicBen In die Unterstutzung obdachloser uno hilfsbedurftiger Menschen Wo:  Alle Spenden Oleßen obdachloser,0.6448,1.0
0157.jpg,"SIEG DER UKRAINE – FRIEDEN FÜR EUROPA Stoppt die Finanzierung des russischen Staatsterrors 17. DECEMBER, 15:00 VOR DER RUSSISCHEN BOTSCHAFT UNTER DEN LINDEN 63–65 ♀FAR Berlin Demokrati-JA",SIEG DER UKRANE FRIEDEN FUR EUROPA Stoppt die Finanzierung des russischen Staatsterrors 17. DECEMBER; 15800 V@R DER RUSSISCHEN BOTSCHAFT UNTER DEN LINDEN 63-65 PFAR Berlin Demokrati-JA 6 €,0.0695,0.3704
0158.jpg,Kundgebung zum 5. Jahrestag des rechtsterroristischen Anschlags von Halle 9.10.2024 17:30 Uhr Oranienplatz,zum 5 Jahrestag des_ rechtsterroristischen Anschlags von Halle 910.2024 17-30 Uhr Oranienplatz Kund9ebun9,0.2453,0.4615
0160.jpg,"ALICE WEIDEL IN DER ""BUNDESTAGSWAHL - SCHLUSSRUNDE"" HEUTE, LIVE 22:00 UHR ARD & ZDF! ZEIT FÜR DEUTSCHLAND. AfD","ALICE WEIDEL IN DER BUNDESTAGSWAHL SCHLUSSRUNDE"" HEUTE LIVE 22.00 UHR ARD & ZDF! ZEIT FÜR DEUTSCHLAND. AfD 10",0.0727,0.2778
0161.jpg,"Ukraine Freiheit Demokratie NEIN Putin AfD 22.02.25 16:00 Brandenburger Tor 3 Jahre seit der großflächigen Invasion Unsere Stimme für die Ukraine, für Demokratie, für Freiheit FREE RUSSIANS GLOBAL Deutsch-russischer Menschenrechte-Dialog Demokrati-JA QUARTEERA MEMORIAL DEUTSCHLAND REFORUM SPACE We stand with Ukraine","Ukraine Putin Freiheit NEIN AfD Demokratie 22.02.25 1 6 : 0 0 Brandenburger Tor 3 Jahre seit; der großflächigen Inwasion Deutsch-russischer RUSSIANS REFORUM SPACE Dialog s t a n d W i t h U k r a i n € Unsere Stimme für die Ukraine; für Demokratie, für Freiheit FREE W e EMORIAL U k r a 1 n 1 6 0 Domck IR U",0.6341,1.2
0162.jpeg,"Du willst dich antifaschistisch organisieren und suchst dafür andere Menschen? Dann komm‘ zu unserem Plenum! 14-tägig im Bandito Rosso* (Lottumstr. 10a, Prenzlauer Berg) Offenes Antifa Treffen 5. März 2025, 19 Uhr mit Input zum feministischen Kampftag Web: oatberlin.noblogs.org Mail: oat-berlin@riseup.net *leider nicht barrierearm","Du willst dich organisieren dafür andere Dann unserem 14-tägig im Bandito Rosso: 5, März 2025, 19 Uhr mit Input zum feministischen Kamppftag Mail: @at-berlin@riseup net komm' Offenes Antifa Treffen Web: oatberlin noblogs org 'leider nicht barrierearm noblogs.org",0.5633,0.6744
0163.jpg,STOPPT das Infektionsschutzgesetz 18.11.2020 Ab 11:00 Uhr openEnd Unsere Zivilisation - Unsere Regeln! Berlin - Bundestag ES GIBT KEINE,STOPPT das Infektionsschutzgesetz 18.112020 Ab 11:00 Uhr openEnd Unsere Zivilisation Unsere Regelnl Berlin Bundestag ES GIBT KEINE Ab/11:00Uhr 18.11 2020 Es GIBT KEINE Unsere egehi atzgesetz das 6 F 40,0.5704,0.8947
0164.jpg,Demokratie verteidigen Demonstration 03.02 15:00 Graz Hauptbahnhof 16:30 Eintreffen Hauptplatz 18:00 Lichtermeer Kommt hin! Solidarisches Bündnis für Menschenrechte und Demokratie © Ayham Yossef,"Demokratie verteidigen n t 8 @ 03.02 15,00 Graz Hauptbahnhof 16.30 Eintreffen Hauptplatz 18.00 Lichtermeer Solidarisches Bündnis für Menschenrechte und Demokratie Kommt D e m 0 n $ t r a t i 0 n Ayham Yossef hin! n D m 0 s t r a t i 0 n Demokratie ossef und m 0 n $ t r a t i 0 n Solidarisches D e m ünehis",0.799,2.3913
