image,gt_line,ocr_line,CER,WER
0094.jpg,Plakate zur Niederlegung mitzubringen.,,1.0,1.0
0094.jpg,Wir freuen uns auf Eure Trauerreden.,,1.0,1.0
0094.jpg,Anlage und Mikrofon sind vor Ort.,,1.0,1.0
0094.jpg,www.Aktion-Eigensinn.net,(Letion-Eigenoinnnet,0.3333,1.0
0095.jpg,Bohemian Strawberry 🍓 & AmSTARt präsentieren:,,1.0,1.0
0095.jpg,ICH BRAUCHE EINE GENIE VOL. 15,ICH BRAUCHE EINE GENE VOL 15,0.0667,0.3333
0095.jpg,"POPkultur, Feminismus, Change und so ...",,1.0,1.0
0095.jpg,Songbook Releaseparty,Songbook Relenseparty,0.0476,0.5
0095.jpg,LIVE:,LIVE:,0.0,0.0
0095.jpg,KATRIN ACHINGER,,1.0,1.0
0095.jpg,LESEPERFORMANCES & 1-SONG-SETS:,[LESEPERFORMANCES & [-SONG-SETS:,0.0645,0.6667
0095.jpg,"ANNETTE BENJAMIN (HANS-A-PLAST),",ANNETTE BENJAMIN (HaNS-A-PLASI),0.0938,0.3333
0095.jpg,"BERNADETTE LA HENGST, DAYN,",BERNADETTE LA HENGST,0.2593,0.5
0095.jpg,"DIE SUPERERBIN, ELKE BRAUWEILER,",DIE SUPERERBIN; ELKE BRAU#EILER,0.0938,0.5
0095.jpg,"FAULENZA, FELINE & STRANGE,","FAULENZA, FELINE",0.4074,0.5
0095.jpg,"HANSJANA, LYDIA DAHER,",,1.0,1.0
0095.jpg,"MALONDA, MARIAMA SAFI,",,1.0,1.0
0095.jpg,TOTE CRACKHUREN IM KOFFERRAUM,,1.0,1.0
0095.jpg,MATCHING OUTFITS,MATCHING OUTFITS,0.0,0.0
0095.jpg,THE DOCTORELLA,DOCTORELLA,0.2857,0.5
0095.jpg,BABSI TOLLWUT,,1.0,1.0
0095.jpg,12.8. :://aboutblank,,1.0,1.0
0096.jpg,Schmeiß dein Ego weg und,Schmeiß dein Ego wegund,0.0417,0.4
0096.jpg,FEIER,,1.0,1.0
0096.jpg,WAS DU,WAS DU,0.0,0.0
0096.jpg,LIEBST,,1.0,1.0
0096.jpg,Für René     25. April,,1.0,1.0
0096.jpg,Volksbühne am Rosa-Luxemburg-Platz,Volksbühne am Rosa Luxemburg Platz,0.0588,1.0
0097.jpg,UNTERM TECHNO LIEGT DER PUNK,,1.0,1.0
0097.jpg,:// ABOUT BLANK,,1.0,1.0
0097.jpg,The kids are clearly not alright,,1.0,1.0
0097.jpg,Welche Rolle spielen,Welche Rolle spiclen,0.05,0.3333
0097.jpg,emanzipatorische,emanzipatorische,0.0,0.0
0097.jpg,Subkultur & Bewegung in,Subkultur & Bewegung in,0.0,0.0
0097.jpg,Ostdeutschland?,Ostdeutschland ?,0.0667,2.0
0097.jpg,POLY▶LUX,P@LYD LUX,0.375,2.0
0097.jpg,Veranstaltung,Veranscaltung,0.0769,1.0
0097.jpg,13.12.2024,"13,12.2024",0.1,1.0
0097.jpg,20 Uhr,20Uhr,0.1667,1.0
0097.jpg,:// about blank,9ll abouc blank,0.2667,0.6667
0098.jpg,eine benefizveranstaltung von ://about blank und top b3rlin,benefizveranstaltung von :Hlabout blank und top b3rlin,0.1186,0.25
0098.jpg,MOVING,MOVING,0.0,0.0
0098.jpg,BEYOND,BEYOND,0.0,0.0
0098.jpg,HOPE,HOPE,0.0,0.0
0098.jpg,antinationale amplitude wider die großwetterlage,antinationale amplitude wider die großwetterlage,0.0,0.0
0098.jpg,"montag, 2. oktober 2023, 18:00 uhr",montags 2oktober 2023) I8800 uhr,0.1765,0.8333
0098.jpg,STAAT.,TAAT,0.3333,1.0
0098.jpg,NATION.,,1.0,1.0
0098.jpg,KAPITAL.,,1.0,1.0
0098.jpg,SCHEISSE.,SCHEISSE,0.1111,1.0
0098.jpg,TOP BERLIN . TOP-BERLIN.NET,,1.0,1.0
0099.jpg,Vergessene,Hergessene,0.1,1.0
0099.jpg,Arbeitskämpfe,Arbeitskärapfe,0.1538,1.0
0099.jpg,PUNK Abend,,1.0,1.0
0099.jpg,Eintritt 8€,Eintritt:,0.2727,1.0
0099.jpg,Roter Salon,Roter Salon,0.0,0.0
0099.jpg,in der,in der,0.0,0.0
0099.jpg,VOLKSBÜHNE,VOLKSBUHNE,0.1,1.0
0099.jpg,"Wann: 29.09., 21 Uhr",,1.0,1.0
0099.jpg,Wer: EAT LIPSTICK + TOTENWALD,,1.0,1.0
0099.jpg,arbeitskaempfe@volksbuehne-berlin.de,arbeitskaempfe@volksbuehne-berlin.de,0.0,0.0
0100.jpg,FAMILIEN-FLOHMARKT,FAMILIEN-FLOHMARKT,0.0,0.0
0100.jpg,in der,in der,0.0,0.0
0100.jpg,Paul-Schneider-Grundschule,Paul-Schneider-Grundschule,0.0,0.0
0100.jpg,25.05.24,"25,05.24",0.125,1.0
0100.jpg,10 - 14 Uhr,10 - 14 Uhr,0.0,0.0
0101.jpg,"Freitag, den 28. Mai 2021 um 17 Uhr",den 28. Mai 2021 um 17 Uhr_,0.2857,0.25
0101.jpg,Stolpersteinverlegung,Stolpensteinverlegung,0.0476,1.0
0101.jpg,in Alt-Hohenschönhausen,Alt-Hohenschönhausen,0.1304,0.5
0101.jpg,"Suermondtstraße 46, 13053 Berlin","Suermondtstraße 46, 13053 Berlin",0.0,0.0
0101.jpg,"Blume Luise Albers, geb. Chassin, geb. am 22.12.1878 in Smolensk",,1.0,1.0
0101.jpg,Musikalische Begleitung: Johann-Vincent Slawinski,Musikalische Begleitung; Johann-Vincent Stavinski:,0.0816,0.5
0101.jpg,Blume Luise Albers war mit dem deutschen Beamten Steuersekretär Oskar Albers verheiratet. Die Eheschließung erfolgte am 22.12.1913 in Windhuk (Deutsch-Südwest-Afrika) im Standesamt Windhuk mit der Nr. 63.,,1.0,1.0
0101.jpg,Das Paar lebte in Hohenschönhausen in der Suermondtstraße 46 vorn parterre. Laut Berliner Adressbuch ist der Straßenbezug noch 1927 als Baustelle eingetragen.,,1.0,1.0
0101.jpg,"Suermondt war Mitbegründer der Grunderwerbs- und Baugesellschaft in Hohenschönhausen, welche die Häuser bauen ließ und auch Eigentümer war. Mit der Fertigstellung der Wohnungen bezog das Ehepaar Albers ihre Wohnung im parterre. Die Wohnung bestand aus zwei Stuben und einer Küche. Blume Albers war Hausfrau.",,1.0,1.0
0101.jpg,Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wohnung laut Urkunde an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 im Berliner Adressbuch als Mieterin eingetragen ist.,,1.0,1.0
0101.jpg,Blume Albers musste Zwangsarbeit leisten in den Pankower Heilanstalten.,Blume Albers musste Zwangsarbeit leisten In den Pankower Helmstatten .,0.0845,0.3333
0101.jpg,Am 10. September 1943 wurde Blume Luise Albers mit dem 96. Alterstransport von dem Sammellager Große Hamburger Straße 26 nach Theresienstadt deportiert.,,1.0,1.0
0101.jpg,"Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Auschwitz deportiert und dort ermordet.",Drei Monate später am 18. Dezember 1943 wurde sie von Theresienstadt nach Ausch -,0.2982,0.3529
0103.jpg,RAUS AUS DER DOSE!,,1.0,1.0
0103.jpg,17.05.2020     14–18 Uhr,,1.0,1.0
0103.jpg,Mariannenplatz,Mariannenplatz,0.0,0.0
0103.jpg,Der Rückzug ins Digitale ist keine Alternative!,Der Rückzug ins Digitale ist keine,0.2766,0.1429
0103.jpg,Deine Meinung ist relevant!,Deine Meinung ist relevant !,0.037,0.5
0103.jpg,Kunst ist relevant!,ist relevant!,0.3158,0.3333
0103.jpg,Zeigt Eure Künste!,Zeigt Eure Künste !,0.0556,0.6667
0103.jpg,Erhebt Eure Stimme!,Erlebt Eure Stimme !,0.1053,1.0
0103.jpg,Das Mikrofon steht,Das   Mikrofon steht,0.1111,0.0
0103.jpg,Euren Reden und,Euren Reden   und,0.1333,0.0
0103.jpg,Darbietungen offen,Darbietungen offen,0.0,0.0
0103.jpg,www.aktion-eigensinn.net,aktion-eigensinn.net,0.1667,1.0
0104.jpg,Kiezklub Rathaus Johannisthal Sterndamm 102,Kiezklub Rathaus Johannisthal Sterndamm 102,0.0,0.0
0104.jpg,WEIHNACHTSBAZAR,WEIHNACHTSBAZAR,0.0,0.0
0104.jpg,3. Dez. 14–19 Uhr,,1.0,1.0
0104.jpg,Draußen:,Draußen;,0.125,1.0
0104.jpg,Glühwein und Gegrilltes,Glühwein und Gegrilltes,0.0,0.0
0104.jpg,Feuertonne und Stockbrot,Feuertonne und Stockbrot,0.0,0.0
0104.jpg,weihnachtliche Livemusik,weihnachtliche Livemusik,0.0,0.0
0104.jpg,Stände mit interessanten Dingen,Stände mit interessanten Dingen,0.0,0.0
0104.jpg,Drinnen:,Drinnen;,0.125,1.0
0104.jpg,Bastelstraße,Bastelstraße,0.0,0.0
0104.jpg,Kindertheater aus dem Koffer,Kindertheater aus dem Koffer,0.0,0.0
0104.jpg,Filzen,Pilzen,0.1667,1.0
0106.jpg,KEINE QUERFRONT AUF DEM ROSA-LUXEMBURG-PLATZ!,,1.0,1.0
0106.jpg,"""NICHT OHNE UNS""? – OHNE UNS!",,1.0,1.0
0106.jpg,"Seit nunmehr vier Wochen demonstrieren Neurechte, Verschwörungsideolog*innen und Teile der rechtsradikalen und völkischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner „Hygienedemo“, organisiert von der „Kommunikationsstelle Demokratischer Widerstand“, deren Initiatoren sich in einem Interview vor dem Reichstag mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifaschistischen, anarcha-queer-feministischen Menschen zur Verteidigung des Rosa-Luxemburg-Platzes und der Volksbühne auf.",,1.0,1.0
0106.jpg,Kreativer Kontaktloser Gegenprotest:,Kreativer Kontaktloser Gegenprotest:,0.0,0.0
0106.jpg,vor dem,vor dem,0.0,0.0
0106.jpg,Karl Liebknecht Haus,Karl Liebknechi Haus,0.05,0.3333
0106.jpg,um 15 Uhr,um ISUhr,0.3333,0.6667
0106.jpg,jeden Samstag,jeden Samstag,0.0,0.0
0106.jpg,und am 1. Mai,und am 1.Mai,0.0769,0.5
0106.jpg,seid kreativ laut und bunt!,seid kreativ laut und buntl,0.037,0.2
0106.jpg,Kein Platz für Nazis! #antifaarea,,1.0,1.0
0106.jpg,"V.i.S.d.P.: Karla Krawall, Rosa-Luxemburg Platz 1, 1312 Berlin",,1.0,1.0
0108.jpg,VOLKSBÜHNE,VOLKSBÜHNE,0.0,0.0
0108.jpg,Jazzanova,Jazzanova,0.0,0.0
0108.jpg,The Pool,,1.0,1.0
0108.jpg,Record Release,,1.0,1.0
0108.jpg,Konzert,Konzert,0.0,0.0
0108.jpg,30.06.18,30.06.18,0.0,0.0
0108.jpg,Rosa-,Rosa-,0.0,0.0
0108.jpg,Luxemburg-,Luxemburg-,0.0,0.0
0108.jpg,Platz,Platz,0.0,0.0
0110.jpg,CLUBS.,CLUBS,0.1667,1.0
0110.jpg,STADT.,STADT.,0.0,0.0
0110.jpg,KLIMAKRIZE.,KLIMAKRISE_,0.1818,1.0
0110.jpg,A100 WEGBASSEN!,A1gg WECBASSEN!,0.2,1.0
0110.jpg,2.9. 14°°–22°° MARKGRAFENDAMM,,1.0,1.0
0111.jpg,50 JAHRE,50 JAHRE,0.0,0.0
0111.jpg,RUMBLE IN THE JUNGLE,RUMBLE IN THE JUNGLE,0.0,0.0
0111.jpg,Podium:,Podium:,0.0,0.0
0111.jpg,Martin Krauß (Sportjournalist taz),(Sportjournalist taz),0.3824,0.5
0111.jpg,Dr. Michela Wrong (britische Journalistin),(britische Journalistin),0.4286,0.6
0111.jpg,Fabian Kunow (Moderation),,1.0,1.0
0111.jpg,und anschl.,und anschl.,0.0,0.0
0111.jpg,Kinodokumentation When we were Kings (1997),Kinodokumentation When we were Kings (1997),0.0,0.0
0111.jpg,"Mo., 25. Nov., 19 Uhr","Mo., 25. Nov  19 Uhr",0.0952,0.2
0111.jpg,"//:about blank, Markgrafendamm 24c, 10245 Berlin","Il:about blank, Markgrafendamm 24c, 10245 Berlin",0.0417,0.1667
0111.jpg,www.helle-panke.de,WWW helle-panke de,0.2778,3.0
0111.jpg,Helle Panke,Helle Panke,0.0,0.0
0111.jpg,ROSA LUXEMBURG STIFTUNG,,1.0,1.0
0112.jpg,HAUPTSACHE,HAUPTSACHE,0.0,0.0
0112.jpg,ES KNALLT?,ES KMALLT?,0.1,0.5
0112.jpg,NO FUTURE NO DANCEFLOOR.,"NO FUTURE NO DAMCEFLOOR,",0.0833,0.25
0112.jpg,RAVE AUFSTAND ZUM GLOBAL STRIKE.,,1.0,1.0
0112.jpg,"FREITAG, 20.09.19 | 15:00 UHR",,1.0,1.0
0112.jpg,BERLIN MITTE & ÜBERALL,BERLIM MTTE & ÜBERAEL,0.1364,0.75
0112.jpg,12:00 UHR FRIDAYS FOR FUTURE,UHR FRIDAYS FoR FUTURE,0.25,0.4
0112.jpg,RECLAIM CLUB CULTURE,,1.0,1.0
0113.jpg,9. MAI,9.MA},0.3333,1.0
0113.jpg,79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND,,1.0,1.0
0113.jpg,NIE WIEDER FASCHISMUS!,,1.0,1.0
0113.jpg,NIE WIEDER KRIEG!,,1.0,1.0
0113.jpg,DEMONSTRATION / BERLIN,DEMONSTRATION,0.4091,0.6667
0113.jpg,17:30 / S&U-BHF. FRIEDRICHSTR.,,1.0,1.0
0113.jpg,BEFREIUNG.UND.WIDERSTAND,,1.0,1.0
0113.jpg,INSTAGRAM: BEFREIUNG.UND.WIDERSTAND,,1.0,1.0
0114.jpg,KEIN RAMMSTEIN,,1.0,1.0
0114.jpg,VOR GERICHT STATT AUF DIE BÜHNE!,,1.0,1.0
0114.jpg,15.07.23,,1.0,1.0
0114.jpg,IN BERLIN,,1.0,1.0
0114.jpg,SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ,14.30 UHR THEODOR-HEUSS-PLATZ,0.3636,0.7143
0114.jpg,CA. 16:00 UHR – OLYMPIASTADION + MUSIK,CA; 1600 UHR - OLYMPIASTADION,0.2895,0.7143
0114.jpg,@keinrammstein_berlin,,1.0,1.0
0114.jpg,STOPP THE RAPE CULTURE,,1.0,1.0
0115.jpg,save blank? blank safe!,save blank? blank safe!,0.0,0.0
0115.jpg,soliparty gegen das klima der angst,soliparty gegen das klima der angst,0.0,0.0
0115.jpg,16.11.2024 ab 20 Uhr,16.11.2024 ab 20 Uhr,0.0,0.0
0115.jpg,://about blank,slabout blank,0.2143,0.5
0115.jpg,I ://,,1.0,1.0
0116.jpg,AKTIONSBÜNDNIS KARLSRUHE,AKTIONSBÜNDNIS,0.4167,0.5
0116.jpg,DEMOKRATIE neu denken!,DEMOKRATIE neu denken!,0.0,0.0
0116.jpg,Verschiedene Rede- & Musikbeiträge | Meditation,Verschiedene Rede- & Musikbeiträge,0.2766,0.3333
0116.jpg,LiveStream,LiveStream,0.0,0.0
0116.jpg,https://netzwerk-demokratie.org,https:IInetzwerk-demokratie org,0.0968,2.0
0116.jpg,"Familienfreundlich, mit Kinderbereich",,1.0,1.0
0116.jpg,SAMSTAG,SAMSTAG,0.0,0.0
0116.jpg,08.08.20 | 12:30–18 Uhr,08.08.20 | 12.30-18 Uhr,0.087,0.25
0116.jpg,Günther-Klotz Anlage,Günther-Klotz Anlage,0.0,0.0
0116.jpg,in Karlsruhe,in Karlsruhe,0.0,0.0
0116.jpg,Stay Free! Karlsruhe Peace & Love,,1.0,1.0
0116.jpg,Ettlinger Friedens Gruppe,,1.0,1.0
0116.jpg,"Selber denken, statt denken lassen",,1.0,1.0
0116.jpg,NETZWERK DEMOKRATIE e.V.,,1.0,1.0
0116.jpg,QUERDENKEN 721 – Karlsruhe,,1.0,1.0
0117.jpg,Bündnis gegen Verdrängung und,Büindnis gegen Verdrängung und,0.0345,0.25
0117.jpg,#Mietenwahnsinn,#Mietenwahnsinn,0.0,0.0
0117.jpg,www.mietenwahnsinn.info,www.mietenwahnsinn.info,0.0,0.0
0117.jpg,DIE MIETE IST ZU HOCH!,,1.0,1.0
0117.jpg,"Demo, Samstag 01. Juni 2024",Deno) Samstag 01.Juni 2024,0.1111,0.6
0117.jpg,14:00 Uhr Potsdamer Platz,14-00 Uhr Potsdamer Platz,0.04,0.25
0118.jpeg,Willkommenscafé,Wilkommenscafe,0.1333,1.0
0118.jpeg,Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein!,,1.0,1.0
0118.jpeg,"Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt!",,1.0,1.0
0118.jpeg,"Rote Lilly, Emser Str. 114, Neukölln","Rote Lilly, Emser Str. 114, Neukolln",0.0278,0.1667
0118.jpeg,Jeden letzten Mittwoch im Monat,Jeden letzten Mittwoch im Monat,0.0,0.0
0118.jpeg,19–21 Uhr,19-21 Uhr,0.1111,0.5
0119.jpeg,HÄNDE WEG VON UNSEREM LAND!,HANDE WEG VON UNSEREM LAND!,0.037,0.2
0119.jpeg,PALÄSTINA STEHT NICHT ZUM VERKAUF,,1.0,1.0
0119.jpeg,LAUFDEMONSTRATION FÜR PALÄSTINA,LAUFDEMONSTRATION FÜR PALÄSTINA,0.0,0.0
0119.jpeg,"SAMSTAG, 01.03. UM 13 UHR","SAMSTAG, 01.03. UM 13 UHR",0.0,0.0
0119.jpeg,"U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN",U-BAHN & S-BAHN ZOOLOGISCHER,0.3488,0.3333
0120.jpg,Wahlkampf-Veranstaltung,Wahlkampf-Veranstaltung,0.0,0.0
0120.jpg,STADTHALLE LEONBERG,STADTHALLE LEONBERG,0.0,0.0
0120.jpg,Römerstraße 110 | 71229 Leonberg,Römerstraße 110 | 71229 Leonberg,0.0,0.0
0120.jpg,22.01.,2201,0.3333,1.0
0120.jpg,BEGINN 19 UHR | EINLASS 18 UHR,BEGINN 19 UHR | EINLASS 18 UHR,0.0,0.0
0120.jpg,LARS HAISE,,1.0,1.0
0120.jpg,MARKUS FROHNMAIER,FROHNMAIER,0.4118,0.5
0120.jpg,TINO CHRUPALLA,CHRUPALLA,0.3571,0.5
0120.jpg,EMIL SÄNZE,,1.0,1.0
0120.jpg,DIANA ZIMMER,,1.0,1.0
0120.jpg,DEUTSCHLAND ZUERST!,DEUTSCHLAND ZUERST!,0.0,0.0
0120.jpg,AfD,AfD,0.0,0.0
0120.jpg,Landesverband Baden-Württemberg,,1.0,1.0
0121.jpg,Zeit für Fans,Zeit für Fans,0.0,0.0
0121.jpg,05.12.2024,05.12.2024,0.0,0.0
0121.jpg,Mach dein Foto mit dem Nikolaus,Mach dein Foto mit dem Nikolaus,0.0,0.0
0121.jpg,Und sicher dir den Adventsrabatt.,Und sicher dir den Adventsrabatt_,0.0303,0.2
0121.jpg,Auguste-Viktoria-Allee 99  //  13403 Berlin,Auguste-Viktoria-Allee 99 // 13403 Berlin,0.0465,0.0
0122.jpg,"25. APRIL, 2023","25.APRIL, 2023",0.0667,0.6667
0122.jpg,20.00 UHR,20.00 UHR,0.0,0.0
0122.jpg,OMAS ON STAGE,,1.0,1.0
0122.jpg,"PERFORMANCES,","PERFORMANCES,",0.0,0.0
0122.jpg,"LIEDER, GEDICHTE...","LIEDER, GEDICHTE.",0.1053,0.5
0122.jpg,IM,IM,0.0,0.0
0122.jpg,CAFÉ,CAFE,0.25,1.0
0122.jpg,KORB,KORB,0.0,0.0
0122.jpg,"Brandstätte 9,","Brandstätte 9,",0.0,0.0
0122.jpg,1010 Wien,,1.0,1.0
0122.jpg,Reservierung,Reservierung,0.0,0.0
0122.jpg,erforderlich:,,1.0,1.0
0122.jpg,jenny@happybusiness.at,jenny@hoppybusiness at,0.0909,2.0
0122.jpg,Omas-on-Stage ist eine Theatergruppe innerhalb,,1.0,1.0
0122.jpg,der Aktivistinnengruppe OMAS GEGEN RECHTS.,Aklivistinnengruppe OMAS GEGEN RECHTS:,0.1429,0.6
0122.jpg,In den letzten 3 Jahren sind wir bei zahlreichen,,1.0,1.0
0122.jpg,"Interventionen und Straßentheater, sowie beim",Interventionen und Strassenthealer; sowie beim,0.0889,0.2
0122.jpg,"Wiener Kultursommer, Demonstrationen und",Kultursommer; Demonstralionen und,0.225,0.75
0122.jpg,Frauenveranstaltungen aufgetreten.,,1.0,1.0
0122.jpg,Omas-On-Stage besteht aus 12 Frauen– professionellen,(Omas-On-Stage bestahf aus 12 Frauen- professionallen,0.0962,0.6667
0122.jpg,Schauspielerinnen und Laiendarstellerinnen. Durch,,1.0,1.0
0122.jpg,"unsere Aktionen beleuchten wir auch die Rolle,",unsere Akfionen beleuchlan wir auch die Rolle;,0.087,0.4286
0122.jpg,die ältere Frauen im politischen Geschehen und,,1.0,1.0
0122.jpg,in der Gesellschaft spielen und können.,in der Gesellschaft spielen können,0.1282,0.3333
0122.jpg,Immer auch mit Humor und Ironie!,Immer auch mit Humor und Ironiel,0.0312,0.1667
0122.jpg,FREIE SPENDE,FREIE SPENDE,0.0,0.0
0123.jpg,SOLIDARITÄTSDEMO,SOLIDARITÄTSDEMO,0.0,0.0
0123.jpg,FÜR DIE UKRAINE,FÜR DIE UKRAINE,0.0,0.0
0123.jpg,"Samstag, 5. März 2022","Samstag, 5. März 2022",0.0,0.0
0123.jpg,"Platz der Menschenrechte, Wien",Platz der Menschenrechte; Wien,0.0333,0.25
0123.jpg,15 bis 17 Uhr,15 bis 17 Uhr,0.0,0.0
0124.jpg,#SAVE,#SAVE,0.0,0.0
0124.jpg,BRAIN,BRAIN,0.0,0.0
0124.jpg,CITY,CITY,0.0,0.0
0124.jpg,Wissenschaft,Wissenschaft,0.0,0.0
0124.jpg,sichert die Zukunft Berlins,sichert die Zukunft Berlins,0.0,0.0
0124.jpg,19.12.2024,1912.2024,0.1,1.0
0124.jpg,KUNDGEBUNG,KUNDGEBUNG,0.0,0.0
0124.jpg,8:30 Uhr vor dem Abgeordnetenhaus Berlin,8.30 Uhr vor dem Abgeordnetenhaus Berlin,0.025,0.1667
0127.jpeg,Solidarischer,Solidarischer,0.0,0.0
0127.jpeg,Stammtisch,Stammtisch,0.0,0.0
0127.jpeg,Thema: Unser Verständnis vom,Thema: Unser Verständnis vom,0.0,0.0
0127.jpeg,Patriarchat,Patriarchat,0.0,0.0
0127.jpeg,und unser Umgang damit,und unser Umgang damit,0.0,0.0
0127.jpeg,Diskussion und gemeinsames Essen,Diskussion und gemeinsames Essen,0.0,0.0
0127.jpeg,"am Dienstag, 4. März ab 19:00 Uhr",,1.0,1.0
0127.jpeg,im “Maggie” Frankfurter Allee 205,"im ""Maggie"" Frankfurter Allee 205",0.0606,0.2
0128.jpg,Transferale,Transferale-,0.0909,1.0
0128.jpg,Das Wissenschafts-,Das Wissenschafis-,0.0556,0.5
0128.jpg,Festival für Klima und,Fesiival für Klima und,0.0455,0.25
0128.jpg,Gesundheit,Gesundheit,0.0,0.0
0128.jpg,Zukunft im,Zukunft im,0.0,0.0
0128.jpg,Stadtumdrehen,Stadfumdrehen,0.0769,1.0
0128.jpg,25.09. —,25.09,0.375,1.0
0128.jpg,27.09.2024,27.09.2024,0.0,0.0
0128.jpg,im Kulturquartier,im Kulfurquartier,0.0588,0.5
0128.jpg,silent green,silent green,0.0,0.0
0128.jpg,Zukunft,Zukunft,0.0,0.0
0128.jpg,findet,findet -,0.3333,1.0
0128.jpg,Stadt,Stadt,0.0,0.0
0128.jpg,Das Hochschulnetzwerk,Das HHochschulnetzwerk,0.0476,0.5
0128.jpg,für ein resilientes Berlin,für ein resilientes Berlin,0.0,0.0
0129.jpg,#BerlinIstKultur,#Berlinlstkultur,0.125,1.0
0129.jpg,DEMO,DENO,0.25,1.0
0129.jpg,GEGEN DIE KÜRZUNGEN IM KULTURBEREICH!,GEGEI DIE KÜRZUIGEI IMI KULTURBEREICH!,0.1081,0.6
0129.jpg,VOLKS,VOLKS,0.0,0.0
0129.jpg,BÜHNE,BUHNE,0.2,1.0
0129.jpg,AM ROSA-LUXEMBURG-PLATZ,,1.0,1.0
0129.jpg,13.11.,13.11,0.1667,1.0
0129.jpg,10:00,10.00,0.2,1.0
0129.jpg,Brandenburger Tor,Brandenburger Tor,0.0,0.0
0129.jpg,Platz des 18. März,Platz des 18. Ilärz,0.1111,0.25
0130.jpg,NOCH,NOCH,0.0,0.0
0130.jpg,MALL,MALL,0.0,0.0
0130.jpg,ALLES AUSSER NEU,,1.0,1.0
0130.jpg,repami,repa _,0.3333,2.0
0130.jpg,Netzwerk Qualitätsreparatur,Qualitätsreparatur,0.3333,0.5
0130.jpg,Reparaturtag,Reparaturtag,0.0,0.0
0130.jpg,in der NochMall,in der Nochlyall,0.1333,0.3333
0130.jpg,19. Oktober 2024,19. Oktober 2024,0.0,0.0
0130.jpg,14–18 Uhr,14-18 Uhr,0.1111,0.5
0130.jpg,Save the date!,,1.0,1.0
0131.jpeg,GENOCIDE STARTS HERE!,BENOCIDE STARTS,0.3333,0.6667
0131.jpeg,KUNDGEBUNG,KUNDGEBUNG,0.0,0.0
0131.jpeg,"MI, 05.03.2025","MI, 05.03.2025",0.0,0.0
0131.jpeg,12:00 UHR,12:00,0.4444,0.5
0131.jpeg,ECKE TAUENTZIENSTR./,ECKE TAUENTZIENSTR./,0.0,0.0
0131.jpeg,"MARBURGER STR., 10789","MARBURGER STR., 10789",0.0,0.0
0131.jpeg,BERLIN,BERLIN,0.0,0.0
0131.jpeg,GRIEVING DOVES,GRIEENG DOVES,0.1429,0.5
0131.jpeg,JÜDISCHE STIMME,,1.0,1.0
0131.jpeg,STOP ARMING ISRAEL,STOP ARMING,0.3889,0.3333
0131.jpeg,KEINE WAFFEN FÜR ISRAEL,,1.0,1.0
0131.jpeg,SHUT ELBIT DOWN,,1.0,1.0
0132.jpg,DIE CDU IST KEIN GRUND ZUM FEIERN.,DIE CDU IST KEIN GRUND ZUM FEIERN,0.0294,0.1429
0132.jpg,SOS,SoS,0.3333,1.0
0132.jpg,ANTIFA,ANTIFA,0.0,0.0
0132.jpg,23. FEBRUAR · 18 UHR,23. FEBRUAR .18 UHR,0.1,0.4
0132.jpg,KONRAD ADENAUER HAUS,KONRAD ADENAUERIHAUS,0.05,0.6667
0132.jpg,Sea-Watch.org,Sea-Watch org,0.0769,2.0
0133.jpg,KUNDGEBUNG MIT DR. WEBER,,1.0,1.0
0133.jpg,"SAMSTAG 05.09.2020, 14:30","SaMSTAC 05.09.2020,14,30",0.16,1.0
0133.jpg,MARBURG,MARBURC],0.2857,1.0
0133.jpg,ERWIN-PISCATOR-HAUS,ERWIN-PISCATOR-HAUS,0.0,0.0
0133.jpg,ÄRZTE FÜR AUFKLÄRUNG,ARZTE FÜR AUFKLARUNG,0.1,0.6667
0134.jpg,Antifaschistische Kundgebung,Antifaschistische Kundgebung,0.0,0.0
0134.jpg,GEGEN DIE INSTRUMENTALISIERUNG,GEGEN DIE INSTRUMENTALISIERUNG,0.0,0.0
0134.jpg,DES ERINNERNS,DES ERINNERNS,0.0,0.0
0134.jpg,"Montag, 27.05.24","Montag, 27.05.24",0.0,0.0
0134.jpg,18 Uhr,18 Uhr,0.0,0.0
0134.jpg,Mahnmal,Mahnmal,0.0,0.0
0134.jpg,Levetzowstraße,Levetzowstraße,0.0,0.0
0134.jpg,Berlin-Moabit,Berlin-Moabit,0.0,0.0
0135.jpg,Einfache Sprache,Einfache Sprache,0.0,0.0
0135.jpg,Kommt zur Demo am 8. März!,Kommtzur Demoam& Mrzi,0.2692,1.0
0135.jpg,Wo? S+U Schönhauser Allee,Wo?S+USchönhauser Allee,0.08,0.75
