image,text,confidence,bbox_tl,bbox_tr,bbox_br,bbox_bl
0193.jpg,TAGESTI,0.9954,"[768.5055560011654, 187.01223122354065]","[1044.7294569446008, 330.68966072552956]","[1001.4944439988346, 408.98776877645935]","[726.2705430553992, 264.31033927447044]"
0193.jpg,1,0.4963,"[745.1910337040921, 394.0272988205633]","[1030.9821480358146, 471.3456847488975]","[999.8089662959079, 565.9727011794367]","[714.0178519641854, 488.6543152511025]"
0193.jpg,GEGA,0.9994,"[955, 67]","[1049, 67]","[1049, 105]","[955, 105]"
0193.jpg,"MI, 01.04. AB 241:00 UHR",0.4388,"[108, 954]","[690, 954]","[690, 1014]","[108, 1014]"
0193.jpg,P,0.5702,"[981, 703]","[1080, 703]","[1080, 1002]","[981, 1002]"
0193.jpg,04.04.,0.8682,"[194, 958]","[334, 958]","[334, 1006]","[194, 1006]"
0193.jpg,AB 24.00 UHR,0.5296,"[346, 958]","[690, 958]","[690, 1006]","[346, 1006]"
0187.jpg,Autobahn-,0.6173,"[698, 40]","[1010, 40]","[1010, 116]","[698, 116]"
0187.jpg,Abrissparty,0.9996,"[697, 118]","[1051, 118]","[1051, 206]","[697, 206]"
0187.jpg,Buckbau statt Neubau,0.667,"[695, 237]","[1047, 237]","[1047, 281]","[695, 281]"
0187.jpg,/16 ,0.804,"[397, 721]","[489, 721]","[489, 787]","[397, 787]"
0187.jpg,20,0.9998,"[505, 737]","[577, 737]","[577, 803]","[505, 803]"
0187.jpg,0,0.5046,"[972, 830]","[998, 830]","[998, 856]","[972, 856]"
0187.jpg,lebenslaute,0.7171,"[235, 887]","[337, 887]","[337, 907]","[235, 907]"
0187.jpg,AUF,0.9777,"[870, 866]","[938, 866]","[938, 922]","[870, 922]"
0187.jpg,Bi-Vuhlheide,0.4912,"[326, 943]","[456, 943]","[456, 963]","[326, 963]"
0187.jpg,extindion,0.8175,"[534, 940]","[614, 940]","[614, 964]","[534, 964]"
0187.jpg,[QUEERMANY,0.4672,"[657, 938]","[776, 938]","[776, 974]","[657, 974]"
0187.jpg,BUND,0.5477,"[955, 939]","[1061, 939]","[1061, 977]","[955, 977]"
0187.jpg,PswerShift,0.8274,"[796, 956]","[946, 956]","[946, 988]","[796, 988]"
0187.jpg,:labout blank,0.7051,"[306, 984]","[460, 984]","[460, 1014]","[306, 1014]"
0187.jpg,volksentscheid,0.8994,"[478, 998]","[632, 998]","[632, 1026]","[478, 1026]"
0187.jpg,"VERKEHRSINIIIATIVEN ,",0.4226,"[23, 1015]","[161, 1015]","[161, 1031]","[23, 1031]"
0187.jpg,f,1.0,"[655, 1013]","[675, 1013]","[675, 1041]","[655, 1041]"
0187.jpg,u,0.7464,"[686, 1016]","[710, 1016]","[710, 1044]","[686, 1044]"
0187.jpg,s,0.4356,"[718, 1016]","[742, 1016]","[742, 1044]","[718, 1044]"
0187.jpg,CLUB,0.861,"[980, 1016]","[1034, 1016]","[1034, 1040]","[980, 1040]"
0187.jpg,BUND,0.96,"[164, 1036]","[220, 1036]","[220, 1060]","[164, 1060]"
0187.jpg,Greenpeacrn,0.4004,"[308, 1024]","[459, 1024]","[459, 1069]","[308, 1069]"
0187.jpg,aucofrei,0.7141,"[544, 1040]","[632, 1040]","[632, 1068]","[544, 1068]"
0187.jpg,ev,0.6245,"[747, 1049]","[779, 1049]","[779, 1069]","[747, 1069]"
0187.jpg,Brücke,0.6461,"[72.07599313460348, 579.0535409575899]","[246.9274567054411, 616.9250906162114]","[228.9240068653965, 680.9464590424101]","[54.07254329455889, 643.0749093837886]"
0187.jpg,dbberm,0.4952,"[239.14231399598148, 612.0527433674499]","[400.90702049560423, 644.8628685769432]","[385.85768600401855, 706.9472566325501]","[223.09297950439577, 674.1371314230568]"
0187.jpg,Breitenbachplatz,0.8565,"[396.3816999397877, 638.0239292232616]","[798.9929267528936, 718.6636639732693]","[781.6183000602123, 782.9760707767384]","[379.00707324710635, 702.3363360267307]"
0187.jpg,Sonntag; ,0.7475,"[58.19601035230505, 644.04050248782]","[272.9811291809883, 693.4508397352531]","[253.80398964769495, 758.95949751218]","[39.01887081901169, 709.5491602647469]"
0187.jpg,2.6.24,0.7176,"[261.0077221232863, 682.0617769862906]","[409.82165028190343, 712.3201824897925]","[393.9922778767137, 777.9382230137094]","[245.17834971809654, 747.6798175102075]"
0187.jpg,Ubr,0.689,"[576.8360480760414, 741.0851269170812]","[676.3912247832986, 759.9389877160077]","[662.1639519239586, 824.9148730829188]","[562.6087752167014, 807.0610122839923]"
0187.jpg,Stadtraum für alle,0.9927,"[712, 282]","[1009, 282]","[1009, 327]","[712, 327]"
0187.jpg,4,0.7804,"[74, 848]","[100, 848]","[100, 872]","[74, 872]"
0187.jpg,Berlin,0.9994,"[547, 909]","[581, 909]","[581, 923]","[547, 923]"
0187.jpg,VERKEHRS,0.889,"[23, 1015]","[91, 1015]","[91, 1031]","[23, 1031]"
0187.jpg,TIATIVEN,0.8126,"[105, 1015]","[161, 1015]","[161, 1031]","[105, 1031]"
0187.jpg,Futur,0.4914,"[242.4356673520169, 770.0812689968575]","[286.99956611345624, 788.9583423726364]","[279.5643326479831, 807.9187310031425]","[235.0004338865438, 788.0416576273636]"
0187.jpg,Be,0.5449,"[241.14250707428747, 851.4855042445724]","[259.780868809443, 848.3753049524456]","[261.85749292571256, 858.5144957554276]","[243.21913119055696, 861.6246950475544]"
0187.jpg,omas,0.5958,"[406, 878]","[434, 878]","[434, 886]","[406, 886]"
0187.jpg,91Y,0.619,"[838, 922]","[864, 922]","[864, 946]","[838, 946]"
0187.jpg,CHANCiNC,0.6336,"[153, 922]","[286, 922]","[286, 966]","[153, 966]"
0187.jpg,Berlline,0.5516,"[417, 1053]","[457, 1053]","[457, 1067]","[417, 1067]"
0187.jpg,16-20,0.9957,"[419, 721]","[579, 721]","[579, 805]","[419, 805]"
0187.jpg,Ta,0.6847,"[1003, 803]","[1045, 803]","[1045, 845]","[1003, 845]"
0187.jpg,400,0.5363,"[75, 847]","[171, 847]","[171, 885]","[75, 885]"
0187.jpg,=,0.6155,"[693, 297]","[715, 297]","[715, 317]","[693, 317]"
0187.jpg,slubliehe,0.4487,"[906, 836]","[954, 836]","[954, 860]","[906, 860]"
0187.jpg,Cifs,0.7066,"[197, 950]","[278, 950]","[278, 989]","[197, 989]"
0187.jpg,BUND jugend,0.9166,"[166, 1036]","[284, 1036]","[284, 1062]","[166, 1062]"
0187.jpg,Berlin,0.8363,"[225, 1055]","[283, 1055]","[283, 1073]","[225, 1073]"
0187.jpg,Burgeripiative,0.597,"[28.250973102860026, 852.0564224788761]","[182.99497389375588, 885.7758665560494]","[170.74902689713997, 927.9435775211239]","[17.005026106244113, 893.2241334439506]"
0187.jpg,P,0.997,"[798, 960]","[822, 960]","[822, 984]","[798, 984]"
0186.jpg,RELEASED,0.8896,"[17, 18]","[640, 18]","[640, 142]","[17, 142]"
0186.jpg,Fetagber 2024,0.5156,"[13, 223]","[447, 223]","[447, 368]","[13, 368]"
0186.jpg,A,0.9216,"[513, 121]","[855, 121]","[855, 447]","[513, 447]"
0186.jpg,Einlass ab 18 Uhr,0.8848,"[24, 368]","[368, 368]","[368, 418]","[24, 418]"
0186.jpg,Beginn: 19 Uhr,0.9985,"[24, 418]","[326, 418]","[326, 474]","[24, 474]"
0186.jpg,im :/ labout blank,0.695,"[24, 466]","[386, 466]","[386, 518]","[24, 518]"
0186.jpg,Markgrafendamm24c,0.9836,"[24, 511]","[471, 511]","[471, 576]","[24, 576]"
0186.jpg,10245 Berlin,0.9703,"[24, 563]","[275, 563]","[275, 618]","[24, 618]"
0186.jpg,Musik:,1.0,"[27, 646]","[166, 646]","[166, 690]","[27, 690]"
0186.jpg,DJ Andreas Michalke,0.7659,"[26, 690]","[440, 690]","[440, 744]","[26, 744]"
0186.jpg,mit Schallplatten,0.9961,"[25, 737]","[373, 737]","[373, 801]","[25, 801]"
0186.jpg,aus Marseille,0.9799,"[28, 790]","[294, 790]","[294, 838]","[28, 838]"
0186.jpg,FRENCH,0.9128,"[0, 905]","[320, 905]","[320, 1003]","[0, 1003]"
0186.jpg,Eine Veranstaltung des,0.9996,"[846, 955]","[1066, 955]","[1066, 986]","[846, 986]"
0186.jpg,CONNECTION,0.8998,"[0, 967]","[523, 967]","[523, 1080]","[0, 1080]"
0186.jpg,diskc,0.9934,"[844, 986]","[1048, 986]","[1048, 1077]","[844, 1077]"
0186.jpg,"Freitag,",0.8114,"[21, 230]","[235, 230]","[235, 311]","[21, 311]"
0186.jpg,11. Oktober 2024,0.9108,"[23, 296]","[441, 296]","[441, 360]","[23, 360]"
0186.jpg,im,0.9963,"[27, 473]","[89, 473]","[89, 513]","[27, 513]"
0186.jpg,:labout blank,0.6633,"[85, 460]","[387, 460]","[387, 522]","[85, 522]"
0186.jpg,4,0.422,"[453, 378]","[886, 378]","[886, 1061]","[453, 1061]"
0179.jpg,Rechts-,0.9992,"[21, 19]","[381, 19]","[381, 111]","[21, 111]"
0179.jpg,extremismus,0.8151,"[15, 110]","[604, 110]","[604, 207]","[15, 207]"
0179.jpg,stoppen],0.9783,"[11, 204]","[396, 204]","[396, 318]","[11, 318]"
0179.jpg,In Europa,0.5296,"[17, 312]","[263, 312]","[263, 378]","[17, 378]"
0179.jpg,vor Ort,0.8653,"[64, 370]","[248, 370]","[248, 420]","[64, 420]"
0179.jpg,ganzen,0.9991,"[769, 607]","[1066, 607]","[1066, 698]","[769, 698]"
0179.jpg,Land,0.999,"[864, 682]","[1064, 682]","[1064, 760]","[864, 760]"
0179.jpg,28.5- bis 8.6.24,0.8519,"[692, 762]","[1066, 762]","[1066, 814]","[692, 814]"
0179.jpg,Demokratiel,0.9502,"[510, 820]","[1064, 820]","[1064, 916]","[510, 916]"
0179.jpg,verteidigen,0.9937,"[525, 901]","[1065, 901]","[1065, 1021]","[525, 1021]"
0179.jpg,rechtsextremnismus-stoppen de,0.7906,"[326, 1003]","[1061, 1003]","[1061, 1070]","[326, 1070]"
0179.jpg,im,0.4907,"[958, 530]","[1060, 530]","[1060, 602]","[958, 602]"
0179.jpg,23.5,0.5814,"[694, 762]","[808, 762]","[808, 812]","[694, 812]"
0179.jpg,bis 8.6.24,0.9993,"[826, 762]","[1066, 762]","[1066, 814]","[826, 814]"
0179.jpg,DEMOS,0.677,"[323.30355851730167, 606.0121294465574]","[724.2743342507636, 221.84080259150832]","[813.6964414826983, 358.9878705534426]","[412.72566574923644, 742.1591974084917]"
0145.jpg,[RECLAIM},0.4461,"[881, 47]","[1009, 47]","[1009, 83]","[881, 83]"
0145.jpg,[CULTURE],0.9817,"[883, 103]","[1009, 103]","[1009, 141]","[883, 141]"
0145.jpg,DENKEN,0.9493,"[787, 125]","[851, 125]","[851, 141]","[787, 141]"
0145.jpg,WEGBASSEN},0.5636,"[162, 199]","[887, 199]","[887, 431]","[162, 431]"
0145.jpg,RAVE,0.9993,"[86, 1081]","[187, 1081]","[187, 1135]","[86, 1135]"
0145.jpg,06.10.2023,0.7195,"[723, 1042]","[1031, 1042]","[1031, 1142]","[723, 1142]"
0145.jpg,LIVE ACTS,0.9519,"[83, 1135]","[270, 1135]","[270, 1198]","[83, 1198]"
0145.jpg,'20.00,0.4614,"[670, 1137]","[840, 1137]","[840, 1223]","[670, 1223]"
0145.jpg,'10.00,0.5743,"[851, 1124]","[1030, 1124]","[1030, 1212]","[851, 1212]"
0145.jpg,PANEL DISCUSSION,0.9759,"[83, 1182]","[426, 1182]","[426, 1261]","[83, 1261]"
0145.jpg,MENSCH MEIER,0.994,"[597, 1200]","[1024, 1200]","[1024, 1309]","[597, 1309]"
0145.jpg,2,0.4407,"[841, 1163]","[861, 1163]","[861, 1185]","[841, 1185]"
0145.jpg,A1OO,0.4247,"[116, 140]","[335, 140]","[335, 267]","[116, 267]"
0151.jpg,08*06-24,0.5748,"[402, 181]","[678, 181]","[678, 253]","[402, 253]"
0151.jpg,15 Uhr am Frankfurter Tor,0.9117,"[322, 818]","[758, 818]","[758, 866]","[322, 866]"
0151.jpg,Mehr Infos auf kollektiv-kirsch de,0.8084,"[325, 867]","[733, 867]","[733, 905]","[325, 905]"
0151.jpg,TADT?,0.9924,"[829.4050955543422, 756.331719774987]","[934.6427509110682, 748.347618143433]","[935.5949044456578, 786.668280225013]","[830.3572490889318, 795.652381856567]"
0151.jpg,WEM,0.9463,"[763, 740]","[798, 740]","[798, 759]","[763, 759]"
0142.jpeg,MAZIANGRIFFENICHT,0.6927,"[105, 49]","[923, 49]","[923, 161]","[105, 161]"
0142.jpeg,UNBEANTWORTET LASSEN,0.6148,"[7, 179]","[1019, 179]","[1019, 291]","[7, 291]"
0142.jpeg,Demonstration nach Naziangriff auf,0.8905,"[17, 321]","[1002, 321]","[1002, 401]","[17, 401]"
0142.jpeg,Geflüchtetenunterkunft in,0.9177,"[157, 395]","[857, 395]","[857, 459]","[157, 459]"
0142.jpeg,Stahnsdorf,0.9999,"[351, 467]","[665, 467]","[665, 529]","[351, 529]"
0142.jpeg,Solidarität mit den Betroffenen,0.9283,"[84, 560]","[929, 560]","[929, 628]","[84, 628]"
0142.jpeg,14.03.2025,0.5959,"[14, 788]","[374, 788]","[374, 862]","[14, 862]"
0142.jpeg,Demo:,0.9999,"[16, 870]","[237, 870]","[237, 946]","[16, 946]"
0142.jpeg,17.30 S Teltow Stadt,0.8533,"[14, 946]","[666, 946]","[666, 1022]","[14, 1022]"
0142.jpeg,Kundgebung,1.0,"[14, 1022]","[423, 1022]","[423, 1113]","[14, 1113]"
0142.jpeg,"19,00 Iserstraße",0.6552,"[14, 1105]","[532, 1105]","[532, 1183]","[14, 1183]"
0142.jpeg,Ecke Elbestraße,0.851,"[16, 1186]","[536, 1186]","[536, 1260]","[16, 1260]"
0142.jpeg,TKS,0.6661,"[834, 1210]","[882, 1210]","[882, 1236]","[834, 1236]"
0142.jpeg,44,0.963,"[926, 1020]","[956, 1020]","[956, 1050]","[926, 1050]"
0142.jpeg,19.00 Iserstra,0.822,"[16, 1106]","[448, 1106]","[448, 1183]","[16, 1183]"
0142.jpeg,Solidrität,0.4516,"[84, 556]","[382, 556]","[382, 634]","[84, 634]"
0142.jpeg,sChistische,0.4323,"[773, 978]","[936, 978]","[936, 1034]","[773, 1034]"
0142.jpeg,mit,0.734,"[376.47304020432216, 569.1975527764241]","[474.9923017660271, 561.6717988226486]","[476.52695979567784, 618.8024472235759]","[378.0076982339729, 626.3282011773514]"
0142.jpeg,den Ber,0.665,"[477, 563]","[711, 563]","[711, 625]","[477, 625]"
0142.jpeg,UNBEANTWC,0.7167,"[6, 177]","[519, 177]","[519, 291]","[6, 291]"
0142.jpeg,TLASSEN,0.875,"[627, 177]","[1019, 177]","[1019, 291]","[627, 291]"
0142.jpeg,Demonstratio,0.8028,"[17, 323]","[393, 323]","[393, 391]","[17, 391]"
0142.jpeg,griff auf,0.7771,"[781, 320]","[1002, 320]","[1002, 393]","[781, 393]"
0142.jpeg,Geflüc,0.9566,"[155, 395]","[345, 395]","[345, 459]","[155, 459]"
0142.jpeg,Solid,1.0,"[83, 559]","[235, 559]","[235, 627]","[83, 627]"
0142.jpeg,Ecke Elbestra,0.9552,"[16, 1184]","[444, 1184]","[444, 1262]","[16, 1262]"
0233.jpg,15800,0.9936,"[191, 213]","[325, 213]","[325, 253]","[191, 253]"
0233.jpg,05.04.2025,0.8031,"[198, 362]","[410, 362]","[410, 394]","[198, 394]"
0233.jpg,U-BERNAUERSIRASSE,0.5985,"[197, 521]","[439, 521]","[439, 541]","[197, 541]"
0233.jpg,Für eine demokratische Lösung der,0.5765,"[163, 624]","[649, 624]","[649, 662]","[163, 662]"
0233.jpg,kurdischen Frrage und die Freilassung,0.6966,"[147, 656]","[663, 656]","[663, 694]","[147, 694]"
0233.jpg,"von Abdullah @calan, dem",0.5636,"[226, 690]","[586, 690]","[586, 720]","[226, 720]"
0233.jpg,DEMONSTRATION,0.8438,"[124, 50]","[677, 50]","[677, 100]","[124, 100]"
0233.jpg,uro,0.4661,"[213, 257]","[445, 257]","[445, 321]","[213, 321]"
0233.jpg,Repräsentanten_des kurdischen Volkes,0.6877,"[136, 722]","[670, 722]","[670, 752]","[136, 752]"
0233.jpg,PEKC?JiN,0.4622,"[492, 534]","[600, 534]","[600, 566]","[492, 566]"
0233.jpg,Repräsentanten,0.9968,"[135, 723]","[359, 723]","[359, 749]","[135, 749]"
0233.jpg,kurdischen Volkes,0.7456,"[416, 724]","[672, 724]","[672, 750]","[416, 750]"
0233.jpg,Upuis,0.6553,"[266, 257]","[487, 257]","[487, 321]","[266, 321]"
0154.jpeg,LIVEKONZERT,0.9995,"[24, 19]","[1061, 19]","[1061, 159]","[24, 159]"
0154.jpeg,LIZ,0.9694,"[31, 175]","[137, 175]","[137, 237]","[31, 237]"
0154.jpeg,MELINE,0.9983,"[159, 171]","[417, 171]","[417, 239]","[159, 239]"
0154.jpeg,MEETS SNAILTAPE,0.9967,"[441, 171]","[1053, 171]","[1053, 239]","[441, 239]"
0154.jpeg,DIENSTAG,0.969,"[31, 891]","[305, 891]","[305, 935]","[31, 935]"
0154.jpeg,21.01.25,0.6867,"[30, 932]","[307, 932]","[307, 1008]","[30, 1008]"
0154.jpeg,TONELLIS,0.9974,"[383, 871]","[1044, 871]","[1044, 1007]","[383, 1007]"
0154.jpeg,BEGINN 20:00,0.8451,"[33, 1011]","[303, 1011]","[303, 1053]","[33, 1053]"
0154.jpeg,NEUMARKT 9,0.6005,"[388, 1006]","[690, 1006]","[690, 1054]","[388, 1054]"
0154.jpeg,04109 LEIPZIG,0.7704,"[714, 1004]","[1038, 1004]","[1038, 1054]","[714, 1054]"
0154.jpeg,LIVEKO,0.6359,"[18, 15]","[573, 15]","[573, 163]","[18, 163]"
0154.jpeg,ZER,0.9997,"[685, 21]","[981, 21]","[981, 157]","[685, 157]"
0154.jpeg,N STAG,0.6529,"[129, 891]","[305, 891]","[305, 935]","[129, 935]"
0154.jpeg,9,1.0,"[660, 1012]","[688, 1012]","[688, 1050]","[660, 1050]"
0154.jpeg,MELINE ME,0.7221,"[158, 170]","[546, 170]","[546, 242]","[158, 242]"
0154.jpeg,SNAILTA,0.5124,"[676, 168]","[964, 168]","[964, 240]","[676, 240]"
0154.jpeg,BEGINN,0.9232,"[35, 1015]","[185, 1015]","[185, 1051]","[35, 1051]"
0154.jpeg,ME,0.999,"[443, 175]","[591, 175]","[591, 239]","[443, 239]"
0154.jpeg,2 5,0.7858,"[213, 935]","[305, 935]","[305, 1003]","[213, 1003]"
0154.jpeg,20.00,0.7111,"[197, 1015]","[303, 1015]","[303, 1053]","[197, 1053]"
0154.jpeg,MARKT 9,0.8042,"[483, 1009]","[689, 1009]","[689, 1051]","[483, 1051]"
0154.jpeg,~Eipzig,0.5498,"[858, 1006]","[1038, 1006]","[1038, 1054]","[858, 1054]"
0227.jpg,RAUS ZUM,0.8141,"[370, 78]","[683, 78]","[683, 169]","[370, 169]"
0227.jpg,FEMINISTISCHEN KAMPFTAG !,0.8676,"[157, 154]","[930, 154]","[930, 247]","[157, 247]"
0227.jpg,8. MÄRZ DEMO,0.9866,"[70, 244]","[1008, 244]","[1008, 442]","[70, 442]"
0227.jpg,2025,0.9998,"[349, 431]","[731, 431]","[731, 617]","[349, 617]"
0227.jpg,19 UHR,0.6124,"[480, 824]","[600, 824]","[600, 874]","[480, 874]"
0227.jpg,GEIJA STOJKA PLATZ,0.7299,"[368, 864]","[710, 864]","[710, 920]","[368, 920]"
0227.jpg,1070 WIEN,0.8209,"[454, 908]","[626, 908]","[626, 962]","[454, 962]"
0227.jpg,FUR EINEN UNI ERSELLEN FEMINISMUS !,0.5952,"[51, 965]","[1033, 965]","[1033, 1053]","[51, 1053]"
0227.jpg,WIEN,0.9616,"[56, 84]","[140, 84]","[140, 114]","[56, 114]"
0227.jpg,60,0.4939,"[368, 866]","[434, 866]","[434, 916]","[368, 916]"
0227.jpg,DEMO,0.6164,"[621, 257]","[1013, 257]","[1013, 445]","[621, 445]"
0227.jpg,FÜR EINEN UN,0.5977,"[51, 961]","[425, 961]","[425, 1049]","[51, 1049]"
0227.jpg,RSELLEN FEMINISMUS !,0.7255,"[459, 965]","[1033, 965]","[1033, 1053]","[459, 1053]"
0227.jpg,20 >,0.5428,"[339, 418]","[654, 418]","[654, 625]","[339, 625]"
0227.jpg,MÄR,0.995,"[239, 240]","[551, 240]","[551, 439]","[239, 439]"
0227.jpg,8. MÄR,0.5483,"[79, 240]","[560, 240]","[560, 444]","[79, 444]"
0227.jpg,STOAIZ,0.4259,"[466, 864]","[712, 864]","[712, 918]","[466, 918]"
0046.jpeg,248,0.9852,"[501, 51]","[991, 51]","[991, 377]","[501, 377]"
0046.jpeg,01. MÄRZ 2025,0.7331,"[479, 551]","[1007, 551]","[1007, 643]","[479, 643]"
0046.jpeg,Lineuf,0.8788,"[678, 728]","[920, 728]","[920, 800]","[678, 800]"
0046.jpeg,Ketohup,0.482,"[701.3500052999841, 860.7600084799745]","[864.6635154252184, 842.1967740355823]","[867.6499947000159, 885.2399915200255]","[705.3364845747816, 903.8032259644177]"
0046.jpeg,Breakbeat),0.4837,"[766.0956559527848, 906.8765247622279]","[984.7457263945784, 878.4258078300911]","[988.9043440472152, 921.1234752377721]","[770.2542736054216, 949.5741921699089]"
0046.jpeg,(fio7,0.427,"[558.9309852784941, 935.448167612687]","[672.4721359549995, 923.7639320225002]","[675.0690147215059, 966.551832387313]","[561.5278640450005, 979.2360679774998]"
0046.jpeg,Die beste (nicht)Karnevals,0.8635,"[305, 423]","[637, 423]","[637, 465]","[305, 465]"
0046.jpeg,Kostüm Party Berlins,0.7434,"[652, 422]","[927, 422]","[927, 467]","[652, 467]"
0046.jpeg,Berlins,0.979,"[833, 423]","[927, 423]","[927, 461]","[833, 461]"
0046.jpeg,Pojektraum,0.4377,"[67, 989]","[419, 989]","[419, 1049]","[67, 1049]"
0046.jpeg,218,0.898,"[463.2050774972612, 87.05037945124916]","[960.3035018943553, 55.31111794322546]","[957.7949225027388, 328.94962054875083]","[460.6964981056446, 360.68888205677456]"
0046.jpeg,T,0.6424,"[818.0557630317494, 975.0899677650967]","[945.9130420962911, 993.0715510999134]","[936.9442369682506, 1036.9100322349032]","[809.0869579037089, 1018.9284489000866]"
0046.jpeg,8,0.9999,"[796, 62]","[944, 62]","[944, 282]","[796, 282]"
0019.jpg,ang und,0.5103,"[432, 604]","[510, 604]","[510, 630]","[432, 630]"
0019.jpg,amer aggres,0.5951,"[434, 630]","[552, 630]","[552, 656]","[434, 656]"
0019.jpg,Ikczer,0.6892,"[423, 657]","[475, 657]","[475, 675]","[423, 675]"
0019.jpg,Ina.,0.4135,"[555, 657]","[591, 657]","[591, 677]","[555, 677]"
0019.jpg,NAT,0.907,"[716, 678]","[762, 678]","[762, 704]","[716, 704]"
0019.jpg,gen;,0.4774,"[708, 708]","[752, 708]","[752, 732]","[708, 732]"
0019.jpg,den und,0.6038,"[361, 735]","[439, 735]","[439, 755]","[361, 755]"
0019.jpg,und,0.9681,"[494, 762]","[533, 762]","[533, 782]","[494, 782]"
0019.jpg,peitet an der eigener,0.5118,"[554, 756]","[738, 756]","[738, 784]","[554, 784]"
0019.jpg,Ind,0.956,"[702, 808]","[736, 808]","[736, 832]","[702, 832]"
0019.jpg,gehen,0.8151,"[623, 898]","[688, 898]","[688, 926]","[623, 926]"
0019.jpg,passenhaft Arbe,0.77,"[810, 906]","[970, 906]","[970, 932]","[810, 932]"
0019.jpg,de,0.8158,"[691, 931]","[715, 931]","[715, 949]","[691, 949]"
0019.jpg,ger,0.9999,"[754, 984]","[792, 984]","[792, 1010]","[754, 1010]"
0019.jpg,START,0.9769,"[836.2647608449926, 284.0300823089092]","[1053.9968299316083, 350.7611461080104]","[1027.7352391550075, 423.9699176910908]","[810.0031700683918, 357.2388538919896]"
0019.jpg,ZwIscHE],0.4369,"[526.2150280828492, 521.030856652185]","[808.9897570454023, 587.5475022941107]","[784.7849719171508, 667.969143347815]","[502.0102429545977, 601.4524977058893]"
0019.jpg,RALLY,0.9975,"[387, 145]","[689, 145]","[689, 229]","[387, 229]"
0019.jpg,ERENNER-BenG,0.6435,"[423, 377]","[785, 377]","[785, 463]","[423, 463]"
0019.jpg,anc,0.6609,"[755, 709]","[789, 709]","[789, 727]","[755, 727]"
0019.jpg,Ikapit ,0.5077,"[631, 847]","[692, 847]","[692, 875]","[631, 875]"
0019.jpg,sein,0.7533,"[883, 861]","[921, 861]","[921, 877]","[883, 877]"
0019.jpg,tal,0.9933,"[750, 930]","[792, 930]","[792, 954]","[750, 954]"
0019.jpg,Mimonen,0.4004,"[686, 954]","[782, 954]","[782, 980]","[686, 980]"
0019.jpg,SC,0.4675,"[829, 965]","[851, 965]","[851, 981]","[829, 981]"
0019.jpg,chu,0.5355,"[685, 981]","[717, 981]","[717, 1001]","[685, 1001]"
0019.jpg,cheihrer   Zukun,0.5097,"[814, 984]","[980, 984]","[980, 1012]","[814, 1012]"
0019.jpg,a n t i f a s,0.5664,"[225, 104]","[477, 104]","[477, 143]","[225, 143]"
0019.jpg,ew,0.4095,"[421, 531]","[449, 531]","[449, 547]","[421, 547]"
0019.jpg,Thiebung,0.4839,"[808, 545]","[895, 545]","[895, 576]","[808, 576]"
0019.jpg,Und die,0.8137,"[327, 657]","[399, 657]","[399, 677]","[327, 677]"
0019.jpg,C,0.7375,"[559, 739]","[585, 739]","[585, 753]","[559, 753]"
0019.jpg,Zu,0.5182,"[717, 857]","[745, 857]","[745, 871]","[717, 871]"
0019.jpg,VP,0.7707,"[274, 758]","[314, 758]","[314, 786]","[274, 786]"
0019.jpg,Zukun,0.9841,"[919, 991]","[979, 991]","[979, 1009]","[919, 1009]"
0019.jpg,rsone,0.725,"[227, 657]","[277, 657]","[277, 673]","[227, 673]"
0019.jpg,82,0.4821,"[121, 793]","[143, 793]","[143, 809]","[121, 809]"
0019.jpg,c h i s t i s c h e,0.4034,"[483, 104]","[847, 104]","[847, 144]","[483, 144]"
0019.jpg,na,0.6525,"[291, 659]","[327, 659]","[327, 673]","[291, 673]"
0019.jpg,can,0.5673,"[931, 943]","[963, 943]","[963, 957]","[931, 957]"
0019.jpg,pheihrer,0.6253,"[816, 984]","[911, 984]","[911, 1011]","[816, 1011]"
0019.jpg,U und atbeitet an der eigener,0.4366,"[476, 756]","[740, 756]","[740, 784]","[476, 784]"
0019.jpg,O,0.7769,"[895, 941]","[921, 941]","[921, 955]","[895, 955]"
0019.jpg,Es werde,0.5451,"[696, 902]","[790, 902]","[790, 926]","[696, 926]"
0019.jpg,ollen,0.736,"[900, 880]","[958, 880]","[958, 904]","[900, 904]"
0019.jpg,Ua,0.5174,"[966.370046583403, 664.2731350918687]","[1031.8062161524335, 656.7576677220011]","[1034.6299534165971, 702.7268649081313]","[970.1937838475665, 709.2423322779989]"
0019.jpg,a n t i f a s c h i s t i;s c h e,0.5482,"[226, 105]","[843, 105]","[843, 145]","[226, 145]"
0019.jpg,a,0.9894,"[230, 114]","[258, 114]","[258, 138]","[230, 138]"
0019.jpg,'2,0.5155,"[801, 687]","[865, 687]","[865, 761]","[801, 761]"
0019.jpg,cigene,0.5169,"[670, 758]","[736, 758]","[736, 784]","[670, 784]"
0031.jpg,TECHNOPUNK GEGEN,0.5207,"[0, 51]","[875, 51]","[875, 213]","[0, 213]"
0031.jpg,UNHAITBARE ZUSTHNDE,0.6438,"[0, 252]","[1026, 252]","[1026, 424]","[0, 424]"
0031.jpg,"14,10.2021",0.5132,"[0, 436]","[361, 436]","[361, 560]","[0, 560]"
0031.jpg,#kopibleibt,0.6938,"[453, 959]","[1076, 959]","[1076, 1085]","[453, 1085]"
0031.jpg,#k ,0.5614,"[457, 970]","[680, 970]","[680, 1084]","[457, 1084]"
