file_name,Anzahl_EVENT_gt,Anzahl_EVENT_erkannt,Anzahl_TOPIC_gt,Anzahl_TOPIC_erkannt,Anzahl_DATE_gt,Anzahl_DATE_erkannt,Anzahl_TIME_gt,Anzahl_TIME_erkannt,Anzahl_LOC_gt,Anzahl_LOC_erkannt,erkannte_entities,nicht_erkannte_entities,Erkennungsrate_EVENT,Erkennungsrate_TOPIC,Erkennungsrate_DATE,Erkennungsrate_TIME,Erkennungsrate_LOC
0209.jpg,2,2,1,0,3,2,2,0,1,1,[EVENT] Rave-Demo; [EVENT] Demonstrationen; [DATE] Freitag; [DATE] Samstag; [LOC] Essen,[TOPIC] AfD Parteitag verhindern; [DATE] 28. – 30. Juni 2024; [TIME] 19 Uhr; [TIME] 6 Uhr,1.0,0.0,0.6666666666666666,0.0,1.0
0210.jpg,2,1,1,0,1,1,1,0,2,0,[EVENT] AFTERPARTY; [DATE] 08.03.2024,[EVENT] DEMO; [TOPIC] SUBCULTURE AGAINST PATRIARCHY!; [TIME] 14:00–20:00; [LOC] STRALAUER PLATZ; [LOC] OSTBAHNHOF,0.5,0.0,1.0,0.0,0.0
0211.jpg,0,0,1,0,1,1,2,1,2,2,[DATE] Sonntag; [TIME] 16 Uhr; [LOC] BUNDESTAG; [LOC] BUNDESTAG,[TOPIC] ZUSAMMEN GEGEN RECHTS; [TIME] 16:00,0.0,0.0,1.0,0.5,1.0
0212.jpg,1,1,2,0,1,1,1,0,2,2,[EVENT] Demo; [DATE] 25. November 2023; [LOC] Boxhagener Platz; [LOC] Berlin,[TOPIC] FRAUEN- SCHLÄGER AUS DER STADT JAGEN!; [TOPIC] Internationaler Tag zur Beseitigung patriarchaler Gewalt; [TIME] 16:30 Uhr,1.0,0.0,1.0,0.0,1.0
0213.jpg,1,1,2,0,1,1,1,0,2,2,[EVENT] DEMONSTRATION; [DATE] 22.10.23; [LOC] FALKENSEE; [LOC] BAHNHOF FKS,[TOPIC] KEINE PROFITE MIT VERSCHWÖRUNGS- IDEOLOGIEN; [TOPIC] Ganser raus aus der Stadthalle!; [TIME] 17:30 UHR,1.0,0.0,1.0,0.0,1.0
0214.jpg,0,0,3,0,2,1,2,0,3,2,[DATE] SA; [LOC] THEODOR-HEUSS-PLATZ; [LOC] OLYMPIASTADION,[TOPIC] KEIN RAMMSTEIN; [TOPIC] VOR GERICHT STATT AUF DIE BÜHNE!; [TOPIC] STOMP THE PATRIARCHY; [DATE] 15. JULI; [TIME] 14:30 UHR; [TIME] 16:00 UHR; [LOC] BERLIN,0.0,0.0,0.5,0.0,0.6666666666666666
0215.jpg,2,2,1,0,2,0,1,0,1,1,[EVENT] PICKNICK; [EVENT] PARTY; [LOC] MAUERPARK,[TOPIC] GEGEN QUERDENKEN; [DATE] SAMSTAG; [DATE] 3.6.; [TIME] 16.30 UHR,1.0,0.0,0.0,0.0,1.0
0216.jpg,0,0,1,0,2,2,1,1,1,1,[DATE] SAMSTAG; [DATE] 08.04.; [TIME] 13 UHR; [LOC] MÜLLERSTRASSE 146,[TOPIC] KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23,0.0,0.0,1.0,1.0,1.0
0217.jpg,1,1,1,1,2,1,1,1,3,3,[EVENT] GEGENKUNDGEBUNG; [TOPIC] AUFSTAND FÜR FRIEDEN; [DATE] SAMSTAG; [TIME] 14 UHR; [LOC] Tiergarten; [LOC] US-Botschaft; [LOC] Platz des 18. März,[DATE] 25.02.,1.0,1.0,0.5,1.0,1.0
0218.jpg,0,0,1,0,2,2,1,0,1,1,[DATE] Montag; [DATE] 09.01.2023; [LOC] Max-Schmeling-Halle,[TOPIC] CAPTAIN FAIL VS. BÖHMERMANN; [TIME] 18:00 Uhr,0.0,0.0,1.0,0.0,1.0
0219.jpg,3,2,0,0,1,0,3,1,2,2,[EVENT] Laufdemo; [EVENT] Rave; [TIME] 19 Uhr; [LOC] Leopoldplatz; [LOC] Mauerpark,[EVENT] Straßenfest; [DATE] 3.9.22; [TIME] 14:30; [TIME] 16-19 Uhr,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0
0220.jpg,2,2,1,0,2,1,1,1,1,1,[EVENT] PICKNICK; [EVENT] Kundgebung; [DATE] SAMSTAG; [TIME] 14 Uhr; [LOC] MAUERPARK,[TOPIC] Gegen Querdenken und Rechts; [DATE] 06.08,1.0,0.0,0.5,1.0,1.0
0221.jpg,2,1,1,0,1,0,1,0,3,1,[EVENT] Friedenskundgebung; [LOC] Antonplatz,[EVENT] DEMO; [TOPIC] GEGEN KRIEG FASCHISMUS UND QUERFRONT; [DATE] 25.06.22; [TIME] 12³⁰ UHR; [LOC] ANTONPLATZ; [LOC] WEISSENSEE,0.5,0.0,0.0,0.0,0.3333333333333333
0222.jpg,0,0,2,0,1,0,1,1,1,1,[TIME] 13 UHR; [LOC] NETTELBECKPLATZ,[TOPIC] GEGEN SOZIALE UNGERECHTIGKEIT UND KRIEG; [TOPIC] KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT:INNEN; [DATE] 1. MAI,0.0,0.0,0.0,1.0,1.0
0223.jpg,0,0,2,0,1,0,1,0,2,0,,[TOPIC] Querdenken VERSENKEN; [TOPIC] AFD is a TRAP; [DATE] SAMSTAG; [TIME] 13:30 UHR; [LOC] GÖRLI; [LOC] SKALITZER,0.0,0.0,0.0,0.0,0.0
0224.jpg,1,1,1,0,3,3,1,1,1,0,[EVENT] DEMO; [DATE] MONTAG; [DATE] 28.02.; [DATE] MONTAG; [TIME] 19 UHR,[TOPIC] GEGEN QUERDENKEN UND RECHTS; [LOC] KASTANIENALLEE/ZIONSKIRCHSTRASSE,1.0,0.0,1.0,1.0,0.0
0225.jpg,1,1,1,0,1,0,1,1,2,1,[EVENT] Kundgebung; [TIME] 14.30; [LOC] Washingtonplatz,[TOPIC] Besser ohne die Junge Alternative.; [DATE] 11.12.21; [LOC] Berlin,1.0,0.0,0.0,1.0,0.5
0226.jpg,1,1,1,0,1,0,1,0,1,0,[EVENT] DEMONSTRATION,[TOPIC] FEMINISM UNLIMITED; [DATE] 08. MÄRZ; [TIME] 13:00 Uhr; [LOC] S+U Schönhauser Allee,1.0,0.0,0.0,0.0,0.0
0227.jpg,1,1,2,0,2,2,1,1,2,1,[EVENT] DEMO; [DATE] 8. MÄRZ; [DATE] 2025; [TIME] 19 UHR; [LOC] 1070 WIEN,[TOPIC] RAUS ZUM FEMINISTISCHEN KAMPFTAG!; [TOPIC] FÜR EINEN UNIVERSELLEN FEMINISMUS!; [LOC] CEIJA STOJKA PLATZ,1.0,0.0,1.0,1.0,0.5
0228.jpg,1,1,0,0,1,1,0,0,2,2,[EVENT] Gedenkspaziergang; [DATE] 19.04.2025; [LOC] Ludwigsfelde; [LOC] Waldfriedhof,,1.0,0.0,1.0,0.0,1.0
0229.jpg,1,1,1,0,2,1,1,0,1,1,[EVENT] DEMO; [DATE] FR.; [LOC] ALEX,[TOPIC] POLITISCH MOTIVIERTE ABSCHIEBUNGEN STOPPEN; [DATE] 18. APRIL; [TIME] 16°°,1.0,0.0,0.5,0.0,1.0
0230.jpg,1,1,2,0,2,1,1,0,1,0,[EVENT] PunkRock_Lyrik; [DATE] Donnerstag,[TOPIC] PROPAGANDA DER YUPPIESCHWEINE; [TOPIC] gegen die Arbeit; [DATE] 17.04.25; [TIME] 19:00 Uhr; [LOC] RegenbogenCafé,1.0,0.0,0.5,0.0,0.0
0231.jpg,4,0,0,0,2,1,1,0,4,2,[DATE] Di; [LOC] IHNESTR. 22; [LOC] KELLER,[EVENT] PROTEST; [EVENT] VORTRAG; [EVENT] VORTRAG; [EVENT] DISKUSSION; [DATE] 15. APRIL; [TIME] 18 UHR; [LOC] FU; [LOC] ROTEN CAFÉ,0.0,0.0,0.5,0.0,0.5
0232.jpg,2,2,0,0,1,1,1,0,3,3,[EVENT] Diskussion; [EVENT] Frühlingsevent; [DATE] 13.04.25; [LOC] Wagenplatz; [LOC] Lohmühle; [LOC] Lohmühlenstraße 17,[TIME] 15–21 Uhr,1.0,0.0,1.0,0.0,1.0
0233.jpg,1,1,1,0,1,1,1,0,1,1,[EVENT] DEMONSTRATION; [DATE] 05.04.2025; [LOC] U-BERNAUERSTRASSE,"[TOPIC] Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes.; [TIME] 15:00",1.0,0.0,1.0,0.0,1.0
0234.jpg,1,1,1,1,1,1,1,1,3,3,[EVENT] Kundgebung; [TOPIC] #TeslaTakedown; [DATE] 5. April; [TIME] 12 Uhr; [LOC] Tesla Store; [LOC] Wilhelmstr.; [LOC] Berlin,,1.0,1.0,1.0,1.0,1.0
0235.jpg,2,2,2,0,1,0,1,1,4,1,[EVENT] INFOTREFFEN; [EVENT] MOBI; [TIME] 20:00; [LOC] Fischladen,[TOPIC] NEIN ZUM VETERANENTAG; [TOPIC] GEGEN DEN VETERANENTAG; [DATE] 3. April 2025; [LOC] Rigaerstr. 83; [LOC] 10247 Berlin; [LOC] U-Bhf Samariterstrasse,1.0,0.0,0.0,1.0,0.25
0236.jpg,3,3,1,0,1,0,1,0,2,2,[EVENT] STAMMTISCH; [EVENT] Diskussion; [EVENT] Abendessen; [LOC] Maggie; [LOC] Frankfurter Allee 205,[TOPIC] GEGEN 500 MILLIARDEN KRIEGSKREDITE; [DATE] 1. April; [TIME] 19:00 ,1.0,0.0,0.0,0.0,1.0
0237.jpg,1,1,2,1,2,2,1,0,4,4,[EVENT] Kundgebung; [TOPIC] Gerechtigkeit für Cleo!; [DATE] Mo; [DATE] 31. März; [LOC] Justizzentrum; [LOC] Potsdam; [LOC] Jägerallee 10-12; [LOC] 14469 Potsdam,[TOPIC] Gegen Racial Profiling und Transmisogynoir!; [TIME] 12 Uhr,1.0,0.5,1.0,0.0,1.0
0238.jpg,2,0,0,0,1,0,3,0,3,0,,[EVENT] BLEIBERECHTSKAMPF ABEND; [EVENT] PARTY; [DATE] 28.03; [TIME] 18.00 - 20.00; [TIME] 20.00 - 23.00; [TIME] 23.00; [LOC] CAFE U; [LOC] Bernkastelerstr. 78; [LOC] 13088 Berlin,0.0,0.0,0.0,0.0,0.0
0239.jpg,1,0,1,0,1,0,1,0,2,0,,[EVENT] PUNK Abend; [TOPIC] Vergessene Arbeitskämpfe; [DATE] 24.11.; [TIME] 21 UHR; [LOC] Roter Salon; [LOC] VOLKSBÜHNE,0.0,0.0,0.0,0.0,0.0
0240.jpg,1,1,2,0,2,2,1,1,2,2,[EVENT] Demonstration; [DATE] Sonntag; [DATE] 13.10.2019; [TIME] 13 Uhr; [LOC] Bebelplatz; [LOC] Berlin-Mitte,[TOPIC] Antisemitismus und Rassismus töten; [TOPIC] rechter Terror bedroht unsere Gesellschaft!,1.0,0.0,1.0,1.0,1.0
0241.jpg,1,0,6,1,1,1,1,1,1,1,[TOPIC] auf Beendigung des Notstands-Regimes!; [DATE] 19.12.2020; [TIME] 14:30 Uhr; [LOC] Rosa-Luxemburg-Platz,[EVENT] Spaziergang; [TOPIC] auf die ersten 20 Artikel unserer Verfassung!; [TOPIC] auf die Würde der Alten & der Kranken!; [TOPIC] auf Beendigung des obrigkeitsstaatlichen Terrors!; [TOPIC] auf Wahlen & umfassende Transparenz!; [TOPIC] auf demokratische Regeln für unser künftiges Wirtschaftssystem!,0.0,0.16666666666666666,1.0,1.0,1.0
0242.jpg,1,1,3,0,1,1,1,0,2,2,[EVENT] DEMO; [DATE] 06.10.2024; [LOC] Weißensee; [LOC] Antonplatz,[TOPIC] SCHAUT NICHT WEG!; [TOPIC] Stoppt die Nazikampf- trainings; [TOPIC] KEINEN RAUM DEM III. WEG!; [TIME] 13 Uhr,1.0,0.0,1.0,0.0,1.0
